,nan,nan
C-1,2008-09-13 16:26:00 -0500,2008-09-13 19:45:00 -0500
,nan,nan
CDS-2,2008-09-13 11:27:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D05,2008-09-13 03:41:00 -0500,2008-09-13 05:11:00 -0500
,nan,nan
DS-D05,2008-09-13 07:01:00 -0500,2008-09-13 07:42:00 -0500
,nan,nan
DS-D05,2008-09-13 08:36:00 -0500,2008-09-13 10:21:00 -0500
,nan,nan
DS-D05,2008-09-13 10:56:00 -0500,2008-09-13 11:03:00 -0500
,nan,nan
DS-D06,2008-09-13 05:27:00 -0500,2008-09-13 21:39:00 -0500
,nan,nan
DS-D07,2008-09-13 05:33:00 -0500,2008-09-13 17:05:00 -0500
,nan,nan
DS-D09,2008-09-13 05:35:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D12I,2008-09-13 06:49:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D13,2008-09-13 05:30:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D14,2008-09-13 05:52:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D15,2008-09-13 05:30:00 -0500,2008-09-13 21:45:00 -0500
,nan,nan
DS-D16,2008-09-13 08:09:00 -0500,2008-09-13 10:32:00 -0500
,nan,nan
DS-D16,2008-09-13 12:15:00 -0500,2008-09-13 14:20:00 -0500
,nan,nan
DS-D17,2008-09-13 07:07:00 -0500,2008-09-13 07:39:00 -0500
,nan,nan
DS-D17,2008-09-13 08:00:00 -0500,2008-09-13 18:18:00 -0500
,nan,nan
DS-D18,2008-09-13 05:40:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D19,2008-09-13 05:31:00 -0500,2008-09-13 16:00:00 -0500
,nan,nan
DS-D20I,2008-09-13 08:13:00 -0500,2008-09-13 10:12:00 -0500
,nan,nan
DS-D20I,2008-09-13 12:22:00 -0500,2008-09-13 14:02:00 -0500
,nan,nan
DS-D22,2008-09-13 06:04:00 -0500,2008-09-13 18:55:00 -0500
,nan,nan
DS-D26,2008-09-13 06:14:00 -0500,2008-09-13 07:25:00 -0500
,nan,nan
DS-D26,2008-09-13 08:08:00 -0500,2008-09-13 10:23:00 -0500
,nan,nan
DS-D26,2008-09-13 12:31:00 -0500,2008-09-13 13:56:00 -0500
,nan,nan
DS-D26,2008-09-13 14:58:00 -0500,2008-09-13 15:15:00 -0500
,nan,nan
DS-D27I,2008-09-13 06:59:00 -0500,2008-09-13 19:11:00 -0500
,nan,nan
DS-D28,2008-09-13 05:31:00 -0500,2008-09-13 06:58:00 -0500
,nan,nan
DS-D28,2008-09-13 08:11:00 -0500,2008-09-13 10:09:00 -0500
,nan,nan
DS-D28,2008-09-13 12:22:00 -0500,2008-09-13 14:01:00 -0500
,nan,nan
DS-D28,2008-09-13 14:23:00 -0500,2008-09-13 15:22:00 -0500
,nan,nan
DS-D28,2008-09-13 05:32:00 -0500,2008-09-13 07:00:00 -0500
,nan,nan
DS-D31,2008-09-13 04:23:00 -0500,2008-09-13 04:25:00 -0500
,nan,nan
DS-D31,2008-09-13 05:29:00 -0500,2008-09-13 21:25:00 -0500
,nan,nan
DS-D32,2008-09-13 05:28:00 -0500,2008-09-13 10:37:00 -0500
,nan,nan
DS-D32,2008-09-13 12:19:00 -0500,2008-09-13 15:41:00 -0500
,nan,nan
DS-D32,2008-09-13 17:03:00 -0500,2008-09-13 17:22:00 -0500
,nan,nan
DS-D33,2008-09-13 07:41:00 -0500,2008-09-13 20:22:00 -0500
,nan,nan
DS-D35,2008-09-13 05:26:00 -0500,2008-09-13 11:03:00 -0500
,nan,nan
DS-D35,2008-09-13 12:31:00 -0500,2008-09-13 18:36:00 -0500
,nan,nan
DS-D36,2008-09-13 05:39:00 -0500,2008-09-13 18:59:00 -0500
,nan,nan
DS-D37,2008-09-13 05:26:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D39,2008-09-13 05:27:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D47,2008-09-13 04:37:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D48,2008-09-13 05:27:00 -0500,2008-09-13 21:59:00 -0500
,nan,nan
DS-D49,2008-09-13 05:27:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
MS81,2008-09-13 04:38:00 -0500,2008-09-13 04:57:00 -0500
,nan,nan
DS-D52,2008-09-13 05:31:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-D62,2008-09-13 05:50:00 -0500,2008-09-13 07:34:00 -0500
,nan,nan
DS-M03,2008-09-13 05:20:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-M09,2008-09-13 04:38:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-M10,2008-09-13 04:41:00 -0500,2008-09-13 10:45:00 -0500
,nan,nan
DS-M13,2008-09-13 02:35:00 -0500,2008-09-13 02:37:00 -0500
,nan,nan
DS-M13,2008-09-13 02:38:00 -0500,2008-09-13 03:11:00 -0500
,nan,nan
DS-M13,2008-09-13 04:30:00 -0500,2008-09-13 11:54:00 -0500
,nan,nan
DS-M13,2008-09-13 12:35:00 -0500,2008-09-13 19:29:00 -0500
,nan,nan
DS-M11,2008-09-13 05:01:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
TGI12,2008-09-13 04:44:00 -0500,2008-09-13 06:39:00 -0500
,nan,nan
TGI12,2008-09-13 07:08:00 -0500,2008-09-13 07:15:00 -0500
,nan,nan
TGI12,2008-09-13 07:30:00 -0500,2008-09-13 10:40:00 -0500
,nan,nan
TGI12,2008-09-13 12:51:00 -0500,2008-09-13 12:54:00 -0500
,nan,nan
TGI12,2008-09-13 12:55:00 -0500,2008-09-13 14:19:00 -0500
,nan,nan
TGI12,2008-09-13 14:32:00 -0500,2008-09-13 14:43:00 -0500
,nan,nan
TGI12,2008-09-13 14:57:00 -0500,2008-09-13 18:51:00 -0500
,nan,nan
TGI12,2008-09-13 20:35:00 -0500,2008-09-13 20:58:00 -0500
,nan,nan
TGI12,2008-09-13 23:40:00 -0500,2008-09-13 23:43:00 -0500
,nan,nan
DS-M101,2008-09-13 07:10:00 -0500,2008-09-13 11:59:00 -0500
,nan,nan
DS-M101,2008-09-13 04:19:00 -0500,2008-09-13 07:05:00 -0500
,nan,nan
DS-D08,2008-09-13 03:46:00 -0500,2008-09-13 05:32:00 -0500
,nan,nan
DS-M104,2008-09-13 03:32:00 -0500,2008-09-13 11:59:00 -0500
,nan,nan
DS-M104E,2008-09-13 06:15:00 -0500,2008-09-13 06:35:00 -0500
,nan,nan
DS-M104E,2008-09-13 06:40:00 -0500,2008-09-13 07:01:00 -0500
,nan,nan
DS-M104E,2008-09-13 07:04:00 -0500,2008-09-13 07:24:00 -0500
,nan,nan
DS-M104E,2008-09-13 07:29:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-M105W,2008-09-13 04:04:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DSM106,2008-09-13 04:12:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DSM109,2008-09-13 04:06:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-M109S,2008-09-13 04:40:00 -0500,2008-09-13 23:31:00 -0500
,nan,nan
DSM114N,2008-09-13 05:28:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DSM90,2008-09-13 04:42:00 -0500,2008-09-13 05:23:00 -0500
,nan,nan
DSM90,2008-09-13 06:44:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DSN6,2008-09-13 03:49:00 -0500,2008-09-13 19:29:00 -0500
,nan,nan
DS-N11,2008-09-13 03:47:00 -0500,2008-09-13 17:44:00 -0500
,nan,nan
DS-N12,2008-09-13 03:46:00 -0500,2008-09-13 21:13:00 -0500
,nan,nan
DS-N16,2008-09-13 03:46:00 -0500,2008-09-13 16:21:00 -0500
,nan,nan
DS-N18,2008-09-13 03:45:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
DS-N19,2008-09-13 03:46:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
TG-13A,2008-09-13 01:45:00 -0500,2008-09-13 04:42:00 -0500
,nan,nan
TG-13A,2008-09-13 08:02:00 -0500,2008-09-13 08:05:00 -0500
,nan,nan
TGI9,2008-09-13 04:46:00 -0500,2008-09-13 06:16:00 -0500
,nan,nan
TGI9,2008-09-13 06:18:00 -0500,2008-09-13 06:34:00 -0500
,nan,nan
TGI9,2008-09-13 07:29:00 -0500,2008-09-13 09:01:00 -0500
,nan,nan
TGI9,2008-09-13 09:09:00 -0500,2008-09-13 10:08:00 -0500
,nan,nan
TGI9,2008-09-13 10:25:00 -0500,2008-09-13 10:38:00 -0500
,nan,nan
TGI9,2008-09-13 13:05:00 -0500,2008-09-13 13:09:00 -0500
,nan,nan
TGI9,2008-09-13 14:31:00 -0500,2008-09-13 14:41:00 -0500
,nan,nan
TGI9,2008-09-13 14:56:00 -0500,2008-09-13 16:06:00 -0500
,nan,nan
TGI9,2008-09-13 20:35:00 -0500,2008-09-13 20:38:00 -0500
,nan,nan
TGI9,2008-09-13 23:37:00 -0500,2008-09-13 23:43:00 -0500
,nan,nan
TG132,2008-09-13 04:50:00 -0500,2008-09-13 05:14:00 -0500
,nan,nan
TG132,2008-09-13 05:38:00 -0500,2008-09-13 06:37:00 -0500
,nan,nan
TG132,2008-09-13 07:58:00 -0500,2008-09-13 10:08:00 -0500
,nan,nan
TG132,2008-09-13 10:13:00 -0500,2008-09-13 10:19:00 -0500
,nan,nan
TG132,2008-09-13 10:42:00 -0500,2008-09-13 10:49:00 -0500
,nan,nan
TG132,2008-09-13 12:37:00 -0500,2008-09-13 14:21:00 -0500
,nan,nan
TG132,2008-09-13 15:05:00 -0500,2008-09-13 19:12:00 -0500
,nan,nan
TG132,2008-09-13 20:49:00 -0500,2008-09-13 21:51:00 -0500
,nan,nan
TGM71,2008-09-13 08:01:00 -0500,2008-09-13 23:56:00 -0500
,nan,nan
DS-D41,2008-09-13 05:26:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
MS81,2008-09-13 08:17:00 -0500,2008-09-13 18:16:00 -0500
,nan,nan
MS16,2008-09-13 07:59:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
RAPS,2008-09-13 04:40:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
CRCW,2008-09-13 10:15:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
Wilmette,2008-09-13 06:15:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
Obrien,2008-09-13 17:44:00 -0500,2008-09-13 23:59:00 -0500
,nan,nan
K1/UDP1,2008-09-13 14:04:00 -0500,2008-09-13 14:07:00 -0500
,nan,nan
K1A/UDP1A,2008-09-13 18:43:00 -0500,2008-09-15 11:43:00 -0500
,nan,nan
K1/UDP1,2008-09-13 14:04:00 -0500,2008-09-13 14:06:00 -0500
,nan,nan
DS-D08,2008-09-13 07:16:00 -0500,2008-09-13 20:44:00 -0500
,nan,nan
DS-D44,2008-09-13 12:42:00 -0500,2008-09-13 13:31:00 -0500
,nan,nan
DS-D44,2008-09-13 14:51:00 -0500,2008-09-13 15:32:00 -0500
,nan,nan
DS-D44,2008-09-13 16:51:00 -0500,2008-09-13 18:09:00 -0500
,nan,nan
CDS15,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-6,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-21,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-18,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-8,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-7,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
125th St PS,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
002 Lemont WRP,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-41,2008-09-14 01:49:00 -0500,2008-09-14 18:16:00 -0500
,nan,nan
CDS-23,2008-09-14 02:05:00 -0500,2008-09-14 17:44:00 -0500
,nan,nan
CDS-2,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
NBPS,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-39,2008-09-14 04:41:00 -0500,2008-09-14 16:43:00 -0500
,nan,nan
CDS-41,2008-09-14 02:31:00 -0500,2008-09-14 15:56:00 -0500
,nan,nan
CDS-45,2008-09-14 10:37:00 -0500,2008-09-14 12:12:00 -0500
,nan,nan
CDS-53,2008-09-14 07:53:00 -0500,2008-09-14 13:57:00 -0500
,nan,nan
CDS-55,2008-09-14 11:57:00 -0500,2008-09-14 13:26:00 -0500
,nan,nan
CDS15,2008-09-14 00:01:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CDS-11,2008-09-14 02:27:00 -0500,2008-09-14 20:23:00 -0500
,nan,nan
95th St PS,2008-09-14 10:20:00 -0500,2008-09-14 19:30:00 -0500
,nan,nan
RAPS,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-M11,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D06,2008-09-14 06:33:00 -0500,2008-09-14 06:50:00 -0500
,nan,nan
DS-D06,2008-09-14 07:48:00 -0500,2008-09-14 17:52:00 -0500
,nan,nan
DS-D06,2008-09-14 08:16:00 -0500,2008-09-14 15:54:00 -0500
,nan,nan
DS-D33,2008-09-14 09:31:00 -0500,2008-09-14 15:49:00 -0500
,nan,nan
DS-M101,2008-09-14 05:24:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
CRCW,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
Wilmette,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
Obrien,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
K1/UDP1,2008-09-14 22:18:00 -0500,2008-09-14 22:19:00 -0500
,nan,nan
K3/UDP2,2008-09-14 11:03:00 -0500,2008-09-14 17:12:00 -0500
,nan,nan
K26/UDP8,2008-09-14 08:02:00 -0500,2008-09-14 20:08:00 -0500
,nan,nan
DS-D07,2008-09-14 10:31:00 -0500,2008-09-14 13:59:00 -0500
,nan,nan
DS-D07,2008-09-14 10:42:00 -0500,2008-09-14 13:52:00 -0500
,nan,nan
DS-D07,2008-09-14 10:32:00 -0500,2008-09-14 13:57:00 -0500
,nan,nan
DS-D08,2008-09-14 08:35:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D13,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D15,2008-09-14 08:10:00 -0500,2008-09-14 18:15:00 -0500
,nan,nan
DS-D18,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D22,2008-09-14 10:18:00 -0500,2008-09-14 13:40:00 -0500
,nan,nan
DS-D26,2008-09-14 18:45:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D27I,2008-09-14 08:29:00 -0500,2008-09-14 15:27:00 -0500
,nan,nan
DS-D31,2008-09-14 08:09:00 -0500,2008-09-14 16:39:00 -0500
,nan,nan
DS-D31,2008-09-14 08:11:00 -0500,2008-09-14 17:14:00 -0500
,nan,nan
DS-D32,2008-09-14 10:22:00 -0500,2008-09-14 14:45:00 -0500
,nan,nan
DS-D35,2008-09-14 08:38:00 -0500,2008-09-14 17:16:00 -0500
,nan,nan
DS-D36,2008-09-14 08:17:00 -0500,2008-09-14 17:27:00 -0500
,nan,nan
DS-D44,2008-09-14 08:08:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D47,2008-09-14 04:37:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-D48,2008-09-14 08:21:00 -0500,2008-09-14 16:44:00 -0500
,nan,nan
DS-D49,2008-09-14 05:27:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-M09,2008-09-14 04:38:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-M10,2008-09-14 08:45:00 -0500,2008-09-14 20:19:00 -0500
,nan,nan
DS-M104,2008-09-14 00:57:00 -0500,2008-09-14 01:03:00 -0500
,nan,nan
DS-M104,2008-09-14 02:57:00 -0500,2008-09-14 04:35:00 -0500
,nan,nan
DS-M104,2008-09-14 07:59:00 -0500,2008-09-14 16:59:00 -0500
,nan,nan
DS-M104E,2008-09-14 21:19:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DSM106,2008-09-14 04:12:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DSM109,2008-09-14 04:06:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DS-M109S,2008-09-14 02:39:00 -0500,2008-09-14 02:48:00 -0500
,nan,nan
DS-M109S,2008-09-14 07:49:00 -0500,2008-09-14 16:41:00 -0500
,nan,nan
DS-M13,2008-09-14 04:25:00 -0500,2008-09-14 04:53:00 -0500
,nan,nan
DS-M13,2008-09-14 08:02:00 -0500,2008-09-14 16:50:00 -0500
,nan,nan
DSM90,2008-09-14 06:44:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
DSN6,2008-09-14 08:25:00 -0500,2008-09-14 16:30:00 -0500
,nan,nan
DS-N12,2008-09-14 07:59:00 -0500,2008-09-14 16:25:00 -0500
,nan,nan
DS-N16,2008-09-14 11:25:00 -0500,2008-09-14 11:57:00 -0500
,nan,nan
DS-N19,2008-09-14 06:23:00 -0500,2008-09-14 21:42:00 -0500
,nan,nan
TGI12,2008-09-14 08:40:00 -0500,2008-09-14 14:45:00 -0500
,nan,nan
TG132,2008-09-14 08:22:00 -0500,2008-09-14 16:17:00 -0500
,nan,nan
TGI9,2008-09-14 08:48:00 -0500,2008-09-14 08:55:00 -0500
,nan,nan
TGI9,2008-09-14 11:04:00 -0500,2008-09-14 14:10:00 -0500
,nan,nan
MS16,2008-09-14 17:59:00 -0500,2008-09-14 20:53:00 -0500
,nan,nan
TGM71,2008-09-14 02:43:00 -0500,2008-09-14 19:56:00 -0500
,nan,nan
MS81,2008-09-14 09:20:00 -0500,2008-09-14 14:54:00 -0500
,nan,nan
WCPS,2008-09-14 00:00:00 -0500,2008-09-14 23:59:00 -0500
,nan,nan
002 Lemont WRP,2008-09-15 00:01:00 -0500,2008-09-15 02:10:00 -0500
,nan,nan
125th St PS,2008-09-15 00:01:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
NBPS,2008-09-15 00:00:00 -0500,2008-09-15 08:59:00 -0500
,nan,nan
CDS-7,2008-09-15 00:01:00 -0500,2008-09-15 23:39:00 -0500
,nan,nan
CDS-8,2008-09-15 00:01:00 -0500,2008-09-15 10:17:00 -0500
,nan,nan
CDS-18,2008-09-15 00:01:00 -0500,2008-09-15 13:55:00 -0500
,nan,nan
CDS-21,2008-09-15 00:01:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
CDS-2,2008-09-15 00:01:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
CDS-6,2008-09-15 00:01:00 -0500,2008-09-15 23:48:00 -0500
,nan,nan
CDS15,2008-09-15 00:01:00 -0500,2008-09-15 05:47:00 -0500
,nan,nan
CDS-43,2008-09-15 00:01:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
CDS-55,2008-09-15 00:01:00 -0500,2008-09-15 12:08:00 -0500
,nan,nan
DS-D13,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DS-D18,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DS-D22,2008-09-15 02:42:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
CRCW,2008-09-15 00:00:00 -0500,2008-09-15 11:30:00 -0500
,nan,nan
DS-D37,2008-09-15 11:13:00 -0500,2008-09-15 11:23:00 -0500
,nan,nan
DS-D39,2008-09-15 12:30:00 -0500,2008-09-15 13:14:00 -0500
,nan,nan
Wilmette,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DS-D47,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
Obrien,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DS-D49,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DS-M03,2008-09-15 07:28:00 -0500,2008-09-15 09:00:00 -0500
,nan,nan
DS-M101,2008-09-15 01:15:00 -0500,2008-09-15 03:24:00 -0500
,nan,nan
DS-M101,2008-09-15 05:26:00 -0500,2008-09-15 05:35:00 -0500
,nan,nan
DS-M104E,2008-09-15 04:16:00 -0500,2008-09-15 22:39:00 -0500
,nan,nan
DSM106,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DSM109,2008-09-15 00:00:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DSM114N,2008-09-15 02:17:00 -0500,2008-09-15 04:06:00 -0500
,nan,nan
DSM114N,2008-09-15 07:25:00 -0500,2008-09-15 23:59:00 -0500
,nan,nan
DSM90,2008-09-15 18:55:00 -0500,2008-09-15 23:53:00 -0500
,nan,nan
RAPS,2008-09-15 00:00:00 -0500,2008-09-15 09:20:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 11:45:00 -0500,2008-09-15 11:46:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 12:04:00 -0500,2008-09-15 12:05:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 13:02:00 -0500,2008-09-15 13:19:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 13:20:00 -0500,2008-09-15 13:37:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 13:38:00 -0500,2008-09-15 13:41:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 13:49:00 -0500,2008-09-15 13:50:00 -0500
,nan,nan
K1A/UDP1A,2008-09-15 13:54:00 -0500,2008-09-16 13:55:00 -0500
,nan,nan
WCPS,2008-09-15 00:00:00 -0500,2008-09-15 22:00:00 -0500
,nan,nan
125th St PS,2008-09-16 00:01:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
CDS-18,2008-09-16 00:42:00 -0500,2008-09-16 00:51:00 -0500
,nan,nan
CDS-21,2008-09-16 00:01:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
CDS-2,2008-09-16 00:01:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
Wilmette,2008-09-16 00:00:00 -0500,2008-09-16 07:27:00 -0500
,nan,nan
Obrien,2008-09-16 00:00:00 -0500,2008-09-16 04:30:00 -0500
,nan,nan
DS-D08,2008-09-16 07:51:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
DS-D13,2008-09-16 00:00:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
DS-D18,2008-09-16 00:00:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
DS-D22,2008-09-16 12:26:00 -0500,2008-09-16 23:26:00 -0500
,nan,nan
DS-M11,2008-09-16 03:26:00 -0500,2008-09-16 03:37:00 -0500
,nan,nan
DSM109,2008-09-16 00:00:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
DSM114N,2008-09-16 09:55:00 -0500,2008-09-16 23:59:00 -0500
,nan,nan
DSM90,2008-09-16 18:16:00 -0500,2008-09-16 20:17:00 -0500
,nan,nan
K27/UDP8,2008-09-16 02:09:00 -0500,2008-09-16 14:07:00 -0500
,nan,nan
DS-D22,2008-09-17 05:41:00 -0500,2008-09-17 06:09:00 -0500
,nan,nan
DS-D22,2008-09-17 06:39:00 -0500,2008-09-17 07:18:00 -0500
,nan,nan
CDS-2,2008-09-17 00:01:00 -0500,2008-09-17 11:25:00 -0500
,nan,nan
CDS-21,2008-09-17 00:01:00 -0500,2008-09-17 23:59:00 -0500
,nan,nan
125th St PS,2008-09-17 00:01:00 -0500,2008-09-17 08:30:00 -0500
,nan,nan
DS-D22,2008-09-17 07:34:00 -0500,2008-09-17 12:34:00 -0500
,nan,nan
DS-D22,2008-09-17 13:26:00 -0500,2008-09-17 13:34:00 -0500
,nan,nan
DS-D22,2008-09-17 13:45:00 -0500,2008-09-17 14:16:00 -0500
,nan,nan
DSM106,2008-09-17 08:50:00 -0500,2008-09-17 15:26:00 -0500
,nan,nan
DSM109,2008-09-17 04:06:00 -0500,2008-09-17 23:59:00 -0500
,nan,nan
CDS-21,2008-09-18 00:01:00 -0500,2008-09-18 03:09:00 -0500
,nan,nan
DS-D22,2008-09-18 22:44:00 -0500,2008-09-18 23:59:00 -0500
,nan,nan
DS-D22,2008-09-19 00:36:00 -0500,2008-09-19 00:39:00 -0500
,nan,nan
DS-D22,2008-09-19 02:16:00 -0500,2008-09-19 02:23:00 -0500
,nan,nan
DS-D22,2008-09-19 02:24:00 -0500,2008-09-19 02:36:00 -0500
,nan,nan
NBPS,2008-10-07 20:38:00 -0500,2008-10-07 22:03:00 -0500
,nan,nan
RAPS,2008-10-07 20:35:00 -0500,2008-10-07 23:59:00 -0500
,nan,nan
NBPS,2008-12-09 09:32:00 -0600,2008-12-09 13:45:00 -0600
,nan,nan
RAPS,2008-12-09 09:30:00 -0600,2008-12-09 15:45:00 -0600
,nan,nan
DSM109,2008-12-09 14:25:00 -0600,2008-12-09 14:41:00 -0600
,nan,nan
DSM109,2008-12-09 14:54:00 -0600,2008-12-09 15:07:00 -0600
,nan,nan
DSM114N,2008-12-09 09:44:00 -0600,2008-12-09 11:00:00 -0600
,nan,nan
DSM114N,2008-12-09 13:01:00 -0600,2008-12-09 15:44:00 -0600
,nan,nan
DSM114N,2008-12-09 15:46:00 -0600,2008-12-09 16:04:00 -0600
,nan,nan
DSM114N,2008-12-10 13:47:00 -0600,2008-12-10 13:50:00 -0600
,nan,nan
NBPS,2008-12-27 01:09:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
002 Lemont WRP,2008-12-27 03:29:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
125th St PS,2008-12-27 05:22:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS-7,2008-12-27 05:13:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS-8,2008-12-27 05:13:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS-18,2008-12-27 05:16:00 -0600,2008-12-27 22:47:00 -0600
,nan,nan
CDS-21,2008-12-27 05:11:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS-22,2008-12-27 05:37:00 -0600,2008-12-27 23:27:00 -0600
,nan,nan
CDS-23,2008-12-27 07:05:00 -0600,2008-12-27 12:38:00 -0600
,nan,nan
CDS-6,2008-12-27 05:14:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS15,2008-12-27 05:15:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
CDS-39,2008-12-27 05:17:00 -0600,2008-12-27 23:11:00 -0600
,nan,nan
CDS-41,2008-12-27 05:16:00 -0600,2008-12-27 21:59:00 -0600
,nan,nan
CDS-45,2008-12-27 04:01:00 -0600,2008-12-27 13:04:00 -0600
,nan,nan
CDS-51,2008-12-27 07:07:00 -0600,2008-12-27 08:14:00 -0600
,nan,nan
CDS-55,2008-12-27 06:36:00 -0600,2008-12-27 08:55:00 -0600
,nan,nan
RAPS,2008-12-27 01:30:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
DS-D06,2008-12-27 06:17:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
DS-M11,2008-12-27 04:30:00 -0600,2008-12-27 23:59:00 -0600
,nan,nan
