8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-24 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-24 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-24 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2006-12-24 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-24 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-24 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-24 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-25 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-25 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-25 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-25 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-25 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-25 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-25 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-25 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-25 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-25 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-25 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2006-12-25 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-25 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-25 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-25 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-26 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-26 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-26 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-26 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-26 11:00:00 -0600,nan,nan
5,0.02,West Side,6001 W. Pershing Road Cicero,2006-12-26 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-26 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-26 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-26 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.01,Central Basin Average ,nan,2006-12-26 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-26 11:00:00 -0600,41.734139,-87.782139
10,0.01,87th & Western,87th St. & Western Ave. Chicago,2006-12-26 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-26 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-26 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-26 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-27 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-27 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-27 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-27 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-27 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-27 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-27 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-27 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-27 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-27 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-27 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2006-12-27 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-27 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-27 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-27 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-28 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-28 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-28 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-28 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-28 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-28 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-28 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-28 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-28 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-28 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-28 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2006-12-28 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-28 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-28 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-28 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-29 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-29 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-29 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-29 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-29 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-29 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-29 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-29 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-29 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-29 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-29 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2006-12-29 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-29 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-29 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2006-12-29 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2006-12-30 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-30 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-30 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-30 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-30 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-30 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-30 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-30 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2006-12-30 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-30 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-30 11:00:00 -0600,41.734139,-87.782139
10,0.02,87th & Western,87th St. & Western Ave. Chicago,2006-12-30 11:00:00 -0600,41.735587,-87.682604
11,0.02,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-30 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-30 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.01,South Basin Average ,nan,2006-12-30 11:00:00 -0600,nan,nan
1,0.01,Glenview,1333 Shermer Road Glenview,2006-12-31 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2006-12-31 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2006-12-31 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2006-12-31 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2006-12-31 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2006-12-31 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2006-12-31 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2006-12-31 11:00:00 -0600,41.824857,-87.655586
8,0.01,MOB,100 E. Erie Stree Chicago,2006-12-31 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2006-12-31 11:00:00 -0600,nan,nan
9,0.04,Melvina Ditch,8644 S. Natchez Ave. Burbank,2006-12-31 11:00:00 -0600,41.734139,-87.782139
10,0.02,87th & Western,87th St. & Western Ave. Chicago,2006-12-31 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2006-12-31 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2006-12-31 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.01,South Basin Average ,nan,2006-12-31 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-01 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-01 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-01 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-01 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-01 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-01 11:00:00 -0600,41.821587,-87.773094
6,0.01,Springfield,1747 N. Springfield Avenue Chicago,2007-01-01 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-01 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-01 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-01 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-01 11:00:00 -0600,41.734139,-87.782139
10,0.01,87th & Western,87th St. & Western Ave. Chicago,2007-01-01 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-01 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2007-01-01 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2007-01-01 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-02 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-02 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-02 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-02 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-02 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-02 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2007-01-02 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-02 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-02 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-02 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-02 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2007-01-02 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-02 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2007-01-02 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2007-01-02 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-03 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-03 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-03 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-03 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-03 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-03 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2007-01-03 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-03 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-03 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-03 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-03 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2007-01-03 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-03 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2007-01-03 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2007-01-03 11:00:00 -0600,nan,nan
1,0.51,Glenview,1333 Shermer Road Glenview,2007-01-04 11:00:00 -0600,42.079825,-87.821792
2,0.67,North Side WRP,3500 Howard Street Skokie,2007-01-04 11:00:00 -0600,42.019087,-87.716341
3,0.76,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-04 11:00:00 -0600,41.970287,-87.701213
4,0.54,Wilmette,613 Sheridan Road Wilmette,2007-01-04 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.63,North Basin Average ,nan,2007-01-04 11:00:00 -0600,nan,nan
5,1.06,West Side,6001 W. Pershing Road Cicero,2007-01-04 11:00:00 -0600,41.821587,-87.773094
6,1.0,Springfield,1747 N. Springfield Avenue Chicago,2007-01-04 11:00:00 -0600,41.912744,-87.723944
7,0.92,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-04 11:00:00 -0600,41.824857,-87.655586
8,1.43,MOB,100 E. Erie Stree Chicago,2007-01-04 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,1.1,Central Basin Average ,nan,2007-01-04 11:00:00 -0600,nan,nan
9,1.37,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-04 11:00:00 -0600,41.734139,-87.782139
10,1.39,87th & Western,87th St. & Western Ave. Chicago,2007-01-04 11:00:00 -0600,41.735587,-87.682604
11,1.35,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-04 11:00:00 -0600,41.721979,-87.548275
12,1.26,Calumet WRP,400 E. 130th Street Chicago,2007-01-04 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,1.34,South Basin Average ,nan,2007-01-04 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-05 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-05 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-05 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-05 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-05 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-05 11:00:00 -0600,41.821587,-87.773094
6,0.02,Springfield,1747 N. Springfield Avenue Chicago,2007-01-05 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-05 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-05 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-05 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-05 11:00:00 -0600,41.734139,-87.782139
10,0.01,87th & Western,87th St. & Western Ave. Chicago,2007-01-05 11:00:00 -0600,41.735587,-87.682604
11,0.03,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-05 11:00:00 -0600,41.721979,-87.548275
12,0.01,Calumet WRP,400 E. 130th Street Chicago,2007-01-05 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.01,South Basin Average ,nan,2007-01-05 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-06 11:00:00 -0600,42.079825,-87.821792
2,0.02,North Side WRP,3500 Howard Street Skokie,2007-01-06 11:00:00 -0600,42.019087,-87.716341
3,0.01,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-06 11:00:00 -0600,41.970287,-87.701213
4,0.05,Wilmette,613 Sheridan Road Wilmette,2007-01-06 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.02,North Basin Average ,nan,2007-01-06 11:00:00 -0600,nan,nan
5,0.01,West Side,6001 W. Pershing Road Cicero,2007-01-06 11:00:00 -0600,41.821587,-87.773094
6,0.06,Springfield,1747 N. Springfield Avenue Chicago,2007-01-06 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-06 11:00:00 -0600,41.824857,-87.655586
8,0.01,MOB,100 E. Erie Stree Chicago,2007-01-06 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.02,Central Basin Average ,nan,2007-01-06 11:00:00 -0600,nan,nan
9,0.02,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-06 11:00:00 -0600,41.734139,-87.782139
10,0.08,87th & Western,87th St. & Western Ave. Chicago,2007-01-06 11:00:00 -0600,41.735587,-87.682604
11,0.05,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-06 11:00:00 -0600,41.721979,-87.548275
12,0.09,Calumet WRP,400 E. 130th Street Chicago,2007-01-06 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.06,South Basin Average ,nan,2007-01-06 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-07 11:00:00 -0600,42.079825,-87.821792
2,0.05,North Side WRP,3500 Howard Street Skokie,2007-01-07 11:00:00 -0600,42.019087,-87.716341
3,0.05,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-07 11:00:00 -0600,41.970287,-87.701213
4,0.03,Wilmette,613 Sheridan Road Wilmette,2007-01-07 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.03,North Basin Average ,nan,2007-01-07 11:00:00 -0600,nan,nan
5,0.04,West Side,6001 W. Pershing Road Cicero,2007-01-07 11:00:00 -0600,41.821587,-87.773094
6,0.06,Springfield,1747 N. Springfield Avenue Chicago,2007-01-07 11:00:00 -0600,41.912744,-87.723944
7,0.03,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-07 11:00:00 -0600,41.824857,-87.655586
8,0.01,MOB,100 E. Erie Stree Chicago,2007-01-07 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.03,Central Basin Average ,nan,2007-01-07 11:00:00 -0600,nan,nan
9,0.04,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-07 11:00:00 -0600,41.734139,-87.782139
10,0.04,87th & Western,87th St. & Western Ave. Chicago,2007-01-07 11:00:00 -0600,41.735587,-87.682604
11,0.04,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-07 11:00:00 -0600,41.721979,-87.548275
12,0.06,Calumet WRP,400 E. 130th Street Chicago,2007-01-07 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.04,South Basin Average ,nan,2007-01-07 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-08 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-08 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-08 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-08 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-08 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-08 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2007-01-08 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-08 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-08 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-08 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-08 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2007-01-08 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-08 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2007-01-08 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2007-01-08 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-09 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-09 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-09 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-09 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-09 11:00:00 -0600,nan,nan
5,0.0,West Side,6001 W. Pershing Road Cicero,2007-01-09 11:00:00 -0600,41.821587,-87.773094
6,0.0,Springfield,1747 N. Springfield Avenue Chicago,2007-01-09 11:00:00 -0600,41.912744,-87.723944
7,0.0,Racine Avenue Pump Station,3838 S. Racine Chicago,2007-01-09 11:00:00 -0600,41.824857,-87.655586
8,0.0,MOB,100 E. Erie Stree Chicago,2007-01-09 11:00:00 -0600,41.894294,-87.625152
Avg - Central Basin  ,0.0,Central Basin Average ,nan,2007-01-09 11:00:00 -0600,nan,nan
9,0.0,Melvina Ditch,8644 S. Natchez Ave. Burbank,2007-01-09 11:00:00 -0600,41.734139,-87.782139
10,0.0,87th & Western,87th St. & Western Ave. Chicago,2007-01-09 11:00:00 -0600,41.735587,-87.682604
11,0.0,95th Stree P.S. Chicago,9525 S. Baltimore Chicago,2007-01-09 11:00:00 -0600,41.721979,-87.548275
12,0.0,Calumet WRP,400 E. 130th Street Chicago,2007-01-09 11:00:00 -0600,41.659136,-87.612606
Avg - South Basin  ,0.0,South Basin Average ,nan,2007-01-09 11:00:00 -0600,nan,nan
1,0.0,Glenview,1333 Shermer Road Glenview,2007-01-10 11:00:00 -0600,42.079825,-87.821792
2,0.0,North Side WRP,3500 Howard Street Skokie,2007-01-10 11:00:00 -0600,42.019087,-87.716341
3,0.0,North Branch Pump Station,4840 N. Francisco Avenue Chicago,2007-01-10 11:00:00 -0600,41.970287,-87.701213
4,0.0,Wilmette,613 Sheridan Road Wilmette,2007-01-10 11:00:00 -0600,42.075623,-87.685299
Avg - North Basin  ,0.0,North Basin Average ,nan,2007-01-10 11:00:00 -0600,nan,nan
