Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,8/30/2016 6:59:51 AM,8/30/2016 7:36:41 AM,:00:36:50
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,8/12/2016 7:06:49 PM,8/12/2016 8:11:13 PM,:01:04:24
DS-N12,Caldwell Ave & Touhy Ave (Harts Rd & Touhy Ave) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/12/2016 7:24:45 PM,8/12/2016 7:34:21 PM,:00:09:36
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,9/21/2016 7:57:21 AM,9/21/2016 10:00:27 AM,:02:03:06
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,9/8/2016 12:09:06 AM,9/8/2016 12:39:58 AM,:00:30:52
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,9/7/2016 12:53:17 PM,9/7/2016 1:19:13 PM,:00:25:56
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/30/2016 6:46:13 AM,8/30/2016 8:33:54 AM,:01:47:41
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/20/2016 8:31:57 AM,8/20/2016 10:42:09 AM,:02:10:12
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/19/2016 10:28:59 AM,8/19/2016 10:53:39 AM,:00:24:40
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/19/2016 12:03:21 AM,8/19/2016 12:26:51 AM,:00:23:30
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/18/2016 6:37:13 AM,8/18/2016 8:38:13 AM,:02:01:00
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/18/2016 5:46:19 AM,8/18/2016 6:26:59 AM,:00:40:40
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,8/12/2016 7:05:17 PM,8/12/2016 10:26:05 PM,:03:20:48
DS-N16,Dobson St and Nordica Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,8/12/2016 7:15:29 PM,8/12/2016 7:42:49 PM,:00:27:20
DS-N17,Cleveland St east of Caldwell Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,8/12/2016 7:30:09 PM,8/12/2016 7:38:05 PM,:00:07:56
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,9/21/2016 4:16:53 PM,9/21/2016 5:59:49 PM,:01:42:56
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,8/20/2016 1:57:45 PM,9/21/2016 5:59:49 PM,:04:02:04
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,9/21/2016 10:49:21 AM,9/21/2016 2:46:29 PM,:03:57:08
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,8/12/2016 11:19:53 AM,8/12/2016 11:20:13 AM,:00:00:20
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,8/12/2016 11:26:13 PM,8/12/2016 11:28:41 PM,:00:02:28
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,8/12/2016 11:21:13 PM,8/12/2016 11:23:49 PM,:00:02:36
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,8/12/2016 11:17:53 PM,8/12/2016 11:19:13 PM,:00:01:20
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,8/12/2016 9:38:05 PM,8/12/2016 9:41:13 PM,:00:03:08
TG-NASH,Nashville Ave P.S. (S),TG2,CSSC Lower (SWRP),Stickney,8/12/2016 9:28:25 PM,8/12/2016 9:34:34 PM,:00:06:09
