Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-D34-AI,Westchester P.S.(N),All,Addison Cr,Pumping Station Westchester,6/22/2016 9:00:00 PM,6/22/2016 9:45:00 PM,:00:45:00
DS-D34-AI,Westchester P.S.(N),All,Addison Cr,Pumping Station Westchester,5/31/2016 6:30:00 PM,5/31/2016 6:35:00 PM,:00:05:00
DS-D34-AI,Westchester P.S.(N),All,Addison Cr,Pumping Station Westchester,5/25/2016 6:25:00 PM,5/26/2016 2:30:00 AM,:08:05:00
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,7/24/2016 7:07:13 PM,7/24/2016 8:33:13 PM,:01:26:00
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,5/27/2016 8:58:45 PM,5/27/2016 9:37:21 PM,:00:38:36
"DS-D37,38",30th St. and Forest Ave. (W),TG2,Salt Cr,Stickney,7/24/2016 7:27:25 PM,7/24/2016 7:53:57 PM,:00:26:32
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,7/24/2016 7:30:53 PM,7/24/2016 7:32:01 PM,:00:01:08
"DS-D39,42,46",South of Brookfield Ave (Southwest wing wall of the bridge) (W),TG2,Salt Cr,Stickney,5/27/2016 9:14:53 PM,5/27/2016 10:04:25 PM,:00:49:32
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,5/27/2016 9:11:13 PM,5/27/2016 9:12:21 PM,:00:01:08
"DS-D39,42,46",South of Brookfield Ave (Southwest wing wall of the bridge) (W),TG2,Salt Cr,Stickney,5/25/2016 5:38:33 PM,5/25/2016 6:51:41 PM,:01:13:08
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,5/27/2016 8:45:31 PM,5/27/2016 10:31:21 PM,:01:45:50
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:11:29 AM,5/26/2016 8:23:29 AM,:06:12:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 9:18:45 PM,7/24/2016 9:19:37 PM,:00:00:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 9:13:05 PM,7/24/2016 9:14:09 PM,:00:01:04
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 9:09:05 PM,7/24/2016 9:10:37 PM,:00:01:32
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 9:05:37 PM,7/24/2016 9:06:29 PM,:00:00:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 9:00:33 PM,7/24/2016 9:02:57 PM,:00:02:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:57:53 PM,7/24/2016 8:59:01 PM,:00:01:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:55:01 PM,7/24/2016 8:55:53 PM,:00:00:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:53:41 PM,7/24/2016 8:54:25 PM,:00:00:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:52:01 PM,7/24/2016 8:53:01 PM,:00:01:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:48:25 PM,7/24/2016 8:50:25 PM,:00:02:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:45:01 PM,7/24/2016 8:46:33 PM,:00:01:32
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:42:41 PM,7/24/2016 8:44:05 PM,:00:01:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:38:05 PM,7/24/2016 8:41:11 PM,:00:03:06
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:32:41 PM,7/24/2016 8:35:49 PM,:00:03:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:31:17 PM,7/24/2016 8:32:05 PM,:00:00:48
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:29:33 PM,7/24/2016 8:30:29 PM,:00:00:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:24:49 PM,7/24/2016 8:26:49 PM,:00:02:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 8:21:21 PM,7/24/2016 8:22:05 PM,:00:00:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 7:50:17 PM,7/24/2016 7:53:01 PM,:00:02:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 7:48:53 PM,7/24/2016 7:49:41 PM,:00:00:48
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 7:38:37 PM,7/24/2016 7:48:21 PM,:00:09:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/27/2016 8:57:13 PM,5/27/2016 9:53:49 PM,:00:56:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 7:02:05 AM,5/26/2016 7:03:05 AM,:00:01:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:39:45 AM,5/26/2016 6:41:01 AM,:00:01:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:37:53 AM,5/26/2016 6:38:29 AM,:00:00:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:35:53 AM,5/26/2016 6:37:17 AM,:00:01:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:26:17 AM,5/26/2016 6:27:33 AM,:00:01:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:21:49 AM,5/26/2016 6:24:01 AM,:00:02:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:17:21 AM,5/26/2016 6:18:57 AM,:00:01:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:12:41 AM,5/26/2016 6:14:45 AM,:00:02:04
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:08:33 AM,5/26/2016 6:10:25 AM,:00:01:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:58:57 AM,5/26/2016 6:02:25 AM,:00:03:28
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:57:05 AM,5/26/2016 5:58:13 AM,:00:01:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:53:45 AM,5/26/2016 5:56:33 AM,:00:02:48
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:48:33 AM,5/26/2016 5:51:45 AM,:00:03:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:47:05 AM,5/26/2016 5:48:01 AM,:00:00:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:43:25 AM,5/26/2016 5:46:17 AM,:00:02:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:38:41 AM,5/26/2016 5:42:13 AM,:00:03:32
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:34:25 AM,5/26/2016 5:37:41 AM,:00:03:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 4:46:25 AM,5/26/2016 5:33:49 AM,:00:47:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 2:41:57 AM,5/26/2016 4:45:53 AM,:02:03:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 2:33:01 AM,5/26/2016 2:41:21 AM,:00:08:20
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,7/25/2016 12:00:00 AM,7/25/2016 12:10:33 AM,:00:10:33
"DS-D44,45",Near Junction of Gage & Riverside Rd (N),TG3,DesPlaines Lower,Stickney,7/24/2016 7:18:05 PM,7/24/2016 8:04:29 PM,:00:46:24
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,7/24/2016 7:09:01 PM,7/25/2016 12:00:00 AM,:04:50:59
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,7/24/2016 7:07:41 PM,7/25/2016 1:34:50 AM,:06:27:09
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/27/2016 8:45:21 PM,5/28/2016 1:47:06 AM,:05:01:45
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,5/27/2016 8:43:01 PM,5/28/2016 9:07:22 AM,:12:24:21
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:17:45 AM,5/26/2016 8:32:57 AM,:06:15:12
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/26/2016 2:12:37 AM,5/28/2016 1:47:05 AM,:23:34:28
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,7/24/2016 7:42:57 PM,7/24/2016 8:20:01 PM,:00:37:04
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,7/24/2016 7:32:41 PM,7/24/2016 9:00:17 PM,:01:27:36
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,5/27/2016 11:21:53 PM,5/28/2016 12:12:17 AM,:00:50:24
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,5/27/2016 9:28:37 PM,5/27/2016 9:37:05 PM,:00:08:28
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,5/27/2016 9:08:37 PM,5/27/2016 10:47:37 PM,:01:39:00
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,5/25/2016 9:44:45 PM,5/25/2016 9:47:13 PM,:00:02:28
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,5/25/2016 8:57:31 PM,5/25/2016 9:43:05 PM,:00:45:34
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/25/2016 12:00:00 AM,7/25/2016 12:11:13 AM,:00:11:13
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/24/2016 7:07:37 PM,7/25/2016 12:00:00 AM,:04:52:23
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/18/2016 12:14:45 AM,7/18/2016 12:31:25 AM,:00:16:40
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,5/27/2016 8:46:41 PM,5/27/2016 9:51:29 PM,:01:04:48
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:53:57 AM,5/26/2016 5:49:17 AM,:02:55:20
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/24/2016 7:06:05 PM,7/25/2016 4:53:41 AM,:09:47:36
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/21/2016 9:28:53 PM,7/21/2016 9:33:37 PM,:00:04:44
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/17/2016 11:12:33 PM,7/17/2016 11:36:13 PM,:00:23:40
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/24/2016 7:17:13 PM,7/24/2016 10:43:57 PM,:03:26:44
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 11:00:01 PM,7/24/2016 5:48:49 AM,:06:48:48
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 10:55:49 PM,7/23/2016 10:58:13 PM,:00:02:24
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 11:05:25 PM,5/25/2016 11:07:41 PM,:00:02:16
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 10:57:05 PM,5/25/2016 11:03:45 PM,:00:06:40
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 6:02:05 PM,5/25/2016 7:39:37 PM,:01:37:32
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,7/24/2016 7:27:25 PM,7/24/2016 10:01:45 PM,:02:34:20
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 10:38:01 PM,7/24/2016 4:31:17 AM,:05:53:16
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,6/22/2016 10:35:21 PM,6/22/2016 10:36:25 PM,:00:01:04
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 5:43:33 PM,5/25/2016 7:39:37 PM,:01:56:04
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 10:57:49 PM,7/24/2016 4:27:33 AM,:05:29:44
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 10:32:53 PM,7/23/2016 10:47:41 PM,:00:14:48
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 11:02:09 PM,5/25/2016 11:04:29 PM,:00:02:20
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 10:56:21 PM,5/25/2016 11:00:29 PM,:00:04:08
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 10:33:29 PM,5/25/2016 10:47:37 PM,:00:14:08
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 9:55:53 PM,5/25/2016 9:59:29 PM,:00:03:36
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 8:48:01 PM,5/25/2016 9:55:17 PM,:01:07:16
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 6:41:41 PM,5/25/2016 8:20:41 PM,:01:39:00
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/24/2016 10:50:29 PM,7/24/2016 10:51:41 PM,:00:01:12
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/24/2016 10:49:53 PM,7/24/2016 10:51:05 PM,:00:01:12
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/24/2016 8:27:57 PM,7/24/2016 9:36:21 PM,:01:08:24
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/24/2016 8:21:25 PM,7/24/2016 9:40:25 PM,:01:19:00
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/23/2016 11:16:17 PM,7/24/2016 3:20:21 AM,:04:04:04
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/23/2016 11:15:01 PM,7/24/2016 3:19:45 AM,:04:04:44
DS-M10,Lombard Ave (N),TG1,CSSC Lower (SWRP),Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:28:33 AM,:02:35:18
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:28:33 AM,:02:35:18
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:28:33 AM,:02:35:18
DS-M10,Lombard Ave (N),TG4,CSSC Lower (SWRP),Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:28:33 AM,:02:35:18
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/26/2016 12:26:13 AM,5/26/2016 12:27:25 AM,:00:01:12
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 10:31:41 PM,5/26/2016 12:25:37 AM,:01:53:56
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/25/2016 10:31:09 PM,5/26/2016 12:19:01 AM,:01:47:52
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 10:09:13 PM,5/25/2016 10:10:31 PM,:00:01:18
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 10:02:21 PM,5/25/2016 10:06:25 PM,:00:04:04
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 9:59:13 PM,5/25/2016 10:01:49 PM,:00:02:36
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/25/2016 9:51:53 PM,5/25/2016 9:53:13 PM,:00:01:20
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 9:37:45 PM,5/25/2016 9:58:41 PM,:00:20:56
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 7:14:29 PM,5/25/2016 7:51:01 PM,:00:36:32
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/25/2016 7:13:53 PM,5/25/2016 7:41:41 PM,:00:27:48
DS-M101,Mulford St (E),TG1,NSC Lower (NSWRP),Stickney,5/25/2016 7:02:41 PM,5/25/2016 9:02:53 PM,:02:00:12
DS-M101,Mulford St (E),TG2,NSC Lower (NSWRP),Stickney,5/25/2016 7:02:41 PM,5/25/2016 9:02:53 PM,:02:00:12
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 6:36:41 PM,7/24/2016 7:53:57 PM,:01:17:16
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 10:39:05 PM,7/24/2016 2:04:29 AM,:03:25:24
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 8:21:51 PM,7/23/2016 8:57:01 PM,:00:35:10
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/27/2016 9:39:41 PM,5/27/2016 10:03:33 PM,:00:23:52
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 9:25:01 PM,5/25/2016 9:48:21 PM,:00:23:20
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 7:01:29 PM,5/25/2016 7:39:13 PM,:00:37:44
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 7:03:41 PM,7/23/2016 7:07:45 PM,:00:04:04
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,6/22/2016 8:34:57 PM,6/22/2016 8:39:13 PM,:00:04:16
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 6:32:33 PM,7/24/2016 11:04:29 PM,:04:31:56
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 7:13:33 PM,5/25/2016 7:41:51 PM,:00:28:18
DS-M106E,Lake St (E),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 7:28:37 PM,5/25/2016 7:39:29 PM,:00:10:52
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 6:55:53 PM,7/24/2016 7:38:37 PM,:00:42:44
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 8:20:17 PM,7/24/2016 7:16:06 AM,:10:55:49
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 7:24:21 PM,5/25/2016 7:38:53 PM,:00:14:32
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 10:24:01 PM,7/24/2016 3:51:49 AM,:05:27:48
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 6:37:25 PM,7/23/2016 9:16:45 PM,:02:39:20
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 6:04:17 PM,7/23/2016 6:20:25 PM,:00:16:08
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,6/22/2016 8:42:01 PM,6/22/2016 10:07:09 PM,:01:25:08
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,5/27/2016 9:35:29 PM,5/27/2016 9:54:21 PM,:00:18:52
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,5/25/2016 8:24:33 PM,5/25/2016 9:23:01 PM,:00:58:28
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/24/2016 7:22:53 PM,7/24/2016 8:21:21 PM,:00:58:28
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/24/2016 2:40:21 AM,7/24/2016 2:40:57 AM,:00:00:36
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/23/2016 10:38:33 PM,7/24/2016 2:39:25 AM,:04:00:52
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/23/2016 8:30:49 PM,7/23/2016 9:25:05 PM,:00:54:16
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/6/2016 3:41:49 AM,7/6/2016 5:19:01 AM,:01:37:12
