Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,7/24/2016 7:17:01 PM,7/24/2016 11:05:13 PM,:03:48:12
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,7/23/2016 10:55:33 PM,7/24/2016 5:35:57 AM,:06:40:24
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,5/25/2016 9:26:21 PM,5/26/2016 1:37:17 AM,:04:10:56
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,5/25/2016 5:58:57 PM,5/25/2016 8:08:41 PM,:02:09:44
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,7/23/2016 11:09:25 PM,7/24/2016 1:33:53 AM,:02:24:28
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,5/25/2016 7:30:13 PM,5/25/2016 7:39:33 PM,:00:09:20
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:31:13 AM,:02:37:58
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,5/25/2016 7:15:33 PM,5/25/2016 7:39:37 PM,:00:24:04
DS-M21,Western Ave (S),TG1,CSSC Upper (SWRP),Stickney,5/25/2016 7:15:05 PM,5/25/2016 7:39:37 PM,:00:24:32
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/24/2016 7:06:53 PM,7/24/2016 8:21:45 PM,:01:14:52
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/24/2016 2:35:05 AM,7/24/2016 2:36:49 AM,:00:01:44
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/23/2016 10:58:01 PM,7/24/2016 2:32:21 AM,:03:34:20
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/18/2016 12:21:13 AM,7/18/2016 1:09:41 AM,:00:48:28
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/13/2016 7:44:17 PM,7/13/2016 9:17:37 PM,:01:33:20
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/6/2016 3:35:53 AM,7/6/2016 4:55:53 AM,:01:20:00
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,6/22/2016 9:07:49 PM,6/22/2016 10:39:09 PM,:01:31:20
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,6/2/2016 7:53:15 AM,6/2/2016 10:31:25 AM,:02:38:10
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,5/27/2016 4:04:13 PM,5/27/2016 4:32:13 PM,:00:28:00
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,5/25/2016 5:55:37 PM,5/25/2016 10:17:05 PM,:04:21:28
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,8/27/2016 7:54:00 AM,8/27/2016 12:52:00 PM,:04:58:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,8/20/2016 9:30:00 AM,8/20/2016 8:25:00 PM,:10:55:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,8/12/2016 6:35:00 PM,8/13/2016 10:40:00 AM,:16:05:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/24/2016 8:20:00 PM,7/25/2016 7:25:00 AM,:11:05:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/23/2016 8:24:00 PM,7/24/2016 5:20:00 PM,:20:56:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/6/2016 8:28:00 AM,7/6/2016 12:12:00 PM,:03:44:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,6/22/2016 10:40:00 PM,6/23/2016 3:05:00 AM,:04:25:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,6/1/2016 8:40:00 AM,6/1/2016 2:35:00 PM,:05:55:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/31/2016 3:50:00 PM,6/1/2016 2:34:00 AM,:10:44:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/27/2016 6:03:00 PM,5/28/2016 5:50:00 AM,:11:47:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/26/2016 12:00:00 AM,5/26/2016 2:00:00 PM,:14:00:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/25/2016 6:10:00 PM,5/25/2016 11:59:59 PM,:05:49:59
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/24/2016 6:59:17 PM,7/24/2016 8:16:21 PM,:01:17:04
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/23/2016 10:35:21 PM,7/24/2016 2:29:37 AM,:03:54:16
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/23/2016 7:19:57 PM,7/23/2016 9:04:17 PM,:01:44:20
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/21/2016 9:39:05 PM,7/21/2016 10:45:53 PM,:01:06:48
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/18/2016 12:07:33 AM,7/18/2016 1:25:29 AM,:01:17:56
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/13/2016 7:49:49 PM,7/13/2016 9:10:17 PM,:01:20:28
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/6/2016 6:15:57 AM,7/6/2016 6:50:57 AM,:00:35:00
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/6/2016 3:24:13 AM,7/6/2016 5:18:53 AM,:01:54:40
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,5/25/2016 7:13:05 PM,5/25/2016 7:20:01 PM,:00:06:56
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 9:16:05 PM,7/24/2016 9:17:21 PM,:00:01:16
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 8:51:17 PM,7/24/2016 9:05:29 PM,:00:14:12
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 8:48:37 PM,7/24/2016 8:50:41 PM,:00:02:04
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 8:48:01 PM,7/24/2016 9:06:29 PM,:00:18:28
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 8:44:13 PM,7/24/2016 8:47:29 PM,:00:03:16
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 8:04:29 PM,7/24/2016 8:34:37 PM,:00:30:08
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 8:03:53 PM,7/24/2016 8:35:13 PM,:00:31:20
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 7:11:41 PM,7/24/2016 7:40:13 PM,:00:28:32
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 7:11:01 PM,7/24/2016 7:40:49 PM,:00:29:48
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 2:19:49 AM,7/24/2016 2:23:25 AM,:00:03:36
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/23/2016 10:56:01 PM,7/24/2016 2:12:41 AM,:03:16:40
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/23/2016 10:55:25 PM,7/24/2016 2:10:21 AM,:03:14:56
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,5/25/2016 7:04:37 PM,5/25/2016 7:40:01 PM,:00:35:24
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,5/25/2016 7:04:01 PM,5/25/2016 7:39:41 PM,:00:35:40
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,5/25/2016 6:43:25 PM,5/25/2016 6:44:41 PM,:00:01:16
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,5/25/2016 6:13:01 PM,5/25/2016 6:33:33 PM,:00:20:32
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,5/25/2016 6:12:29 PM,5/25/2016 6:46:25 PM,:00:33:56
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,7/24/2016 7:23:25 PM,7/25/2016 8:56:37 AM,:13:33:12
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,7/24/2016 7:22:25 PM,7/25/2016 8:56:37 AM,:13:34:12
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,7/23/2016 11:03:49 PM,7/23/2016 11:40:45 PM,:00:36:56
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,7/23/2016 11:03:21 PM,7/23/2016 11:42:01 PM,:00:38:40
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,5/25/2016 7:20:05 PM,5/25/2016 7:53:01 PM,:00:32:56
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,5/25/2016 7:19:29 PM,5/25/2016 7:54:25 PM,:00:34:56
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,5/25/2016 6:29:49 PM,5/25/2016 6:53:37 PM,:00:23:48
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,5/25/2016 6:28:57 PM,5/25/2016 6:54:49 PM,:00:25:52
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,7/24/2016 7:02:17 PM,7/24/2016 7:54:41 PM,:00:52:24
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,7/23/2016 10:47:57 PM,7/24/2016 1:28:37 AM,:02:40:40
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,5/25/2016 5:56:09 PM,5/25/2016 7:39:25 PM,:01:43:16
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/24/2016 6:53:41 PM,7/24/2016 8:15:49 PM,:01:22:08
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 10:36:45 PM,7/24/2016 3:31:09 AM,:04:54:24
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 7:14:37 PM,7/23/2016 9:20:21 PM,:02:05:44
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/21/2016 9:38:21 PM,7/21/2016 10:27:31 PM,:00:49:10
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/17/2016 10:11:09 AM,7/18/2016 12:44:09 AM,:14:33:00
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/13/2016 7:56:49 PM,7/13/2016 8:28:33 PM,:00:31:44
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/6/2016 3:32:33 AM,7/6/2016 4:04:41 AM,:00:32:08
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,6/22/2016 8:59:05 PM,6/22/2016 9:58:17 PM,:00:59:12
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,6/22/2016 5:00:02 PM,6/22/2016 8:46:41 PM,:03:46:39
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,5/25/2016 7:11:21 PM,5/25/2016 7:42:51 PM,:00:31:30
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,5/25/2016 5:55:21 PM,5/25/2016 6:22:41 PM,:00:27:20
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 11:01:13 PM,7/24/2016 1:45:21 AM,:02:44:08
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,5/25/2016 7:11:09 PM,5/25/2016 7:39:21 PM,:00:28:12
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,5/25/2016 5:52:33 PM,5/25/2016 6:23:01 PM,:00:30:28
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,7/24/2016 1:51:01 AM,7/24/2016 1:54:57 AM,:00:03:56
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,7/23/2016 11:00:29 PM,7/24/2016 1:49:41 AM,:02:49:12
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,5/25/2016 7:11:13 PM,5/25/2016 7:34:29 PM,:00:23:16
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,5/25/2016 5:58:41 PM,5/25/2016 6:05:17 PM,:00:06:36
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 9:08:29 PM,7/24/2016 9:09:25 PM,:00:00:56
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 9:01:05 PM,7/24/2016 9:07:57 PM,:00:06:52
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 7:01:33 PM,7/24/2016 9:00:29 PM,:01:58:56
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:48:33 AM,7/24/2016 2:49:57 AM,:00:01:24
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:39:57 AM,7/24/2016 2:41:21 AM,:00:01:24
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:32:25 AM,7/24/2016 2:34:01 AM,:00:01:36
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:25:45 AM,7/24/2016 2:27:25 AM,:00:01:40
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:19:57 AM,7/24/2016 2:22:17 AM,:00:02:20
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:49:29 PM,7/24/2016 2:19:21 AM,:03:29:52
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 8:41:51 PM,7/23/2016 8:44:41 PM,:00:02:50
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 8:39:31 PM,7/23/2016 8:40:41 PM,:00:01:10
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:12:53 PM,5/25/2016 10:13:57 PM,:00:01:04
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:08:21 PM,5/25/2016 10:09:41 PM,:00:01:20
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:06:21 PM,5/25/2016 10:07:45 PM,:00:01:24
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:41:13 PM,5/25/2016 10:05:45 PM,:00:24:32
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:39:33 PM,5/25/2016 9:40:41 PM,:00:01:08
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:58:29 PM,5/25/2016 7:41:41 PM,:00:43:12
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:56:13 PM,5/25/2016 6:57:17 PM,:00:01:04
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:53:25 PM,5/25/2016 6:54:45 PM,:00:01:20
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 9:55:57 PM,7/24/2016 9:57:45 PM,:00:01:48
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 9:52:45 PM,7/24/2016 9:55:21 PM,:00:02:36
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:59:53 PM,7/24/2016 9:52:09 PM,:02:52:16
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:59:17 PM,7/24/2016 9:58:17 PM,:02:59:00
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:51:01 PM,7/24/2016 3:35:33 AM,:04:44:32
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:50:29 PM,7/24/2016 3:37:45 AM,:04:47:16
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 8:23:31 PM,7/23/2016 8:48:31 PM,:00:25:00
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 8:23:01 PM,7/23/2016 8:49:11 PM,:00:26:10
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:27:05 PM,5/26/2016 12:16:53 AM,:02:49:48
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:27:05 PM,5/26/2016 12:17:25 AM,:02:50:20
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:34:01 PM,5/25/2016 8:09:09 PM,:01:35:08
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:33:25 PM,5/25/2016 8:09:09 PM,:01:35:44
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 11:00:29 PM,7/24/2016 2:06:45 AM,:03:06:16
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/27/2016 3:48:01 PM,5/27/2016 4:07:41 PM,:00:19:40
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:24:29 PM,5/25/2016 10:04:17 PM,:00:39:48
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:34:13 PM,5/25/2016 7:58:37 PM,:01:24:24
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:10:13 PM,5/25/2016 6:28:49 PM,:00:18:36
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:49:45 PM,7/24/2016 9:01:01 PM,:02:11:16
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:44:17 PM,7/24/2016 2:57:29 AM,:04:13:12
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:25:45 PM,5/25/2016 9:49:41 PM,:00:23:56
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:30:17 PM,5/25/2016 7:39:45 PM,:01:09:28
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:58:33 PM,7/24/2016 10:06:33 PM,:03:08:00
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:46:29 PM,7/24/2016 9:52:01 PM,:03:05:32
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 3:39:33 AM,7/24/2016 3:41:29 AM,:00:01:56
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 3:34:41 AM,7/24/2016 3:35:25 AM,:00:00:44
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:15:53 AM,7/24/2016 2:17:57 AM,:00:02:04
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:10:41 AM,7/24/2016 2:13:33 AM,:00:02:52
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:55:33 PM,7/24/2016 4:03:25 AM,:05:07:52
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:54:41 PM,7/24/2016 2:09:37 AM,:03:14:56
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:43:37 PM,7/24/2016 3:32:49 AM,:04:49:12
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 8:25:41 PM,7/23/2016 8:34:17 PM,:00:08:36
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/7/2016 7:37:29 PM,7/7/2016 7:57:05 PM,:00:19:36
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/7/2016 7:18:57 PM,7/7/2016 7:53:45 PM,:00:34:48
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/27/2016 9:35:21 PM,5/27/2016 10:44:01 PM,:01:08:40
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 7:05:01 PM,5/25/2016 7:43:13 PM,:00:38:12
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:42:21 PM,5/26/2016 1:01:09 AM,:06:18:48
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:13:33 PM,5/26/2016 12:41:09 AM,:06:27:36
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:51:29 PM,7/24/2016 7:58:29 PM,:01:07:00
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:54:21 PM,7/24/2016 1:49:49 AM,:02:55:28
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:21:25 PM,5/25/2016 7:39:25 PM,:01:18:00
DS-M82,Belmont Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,6/2/2016 10:58:45 AM,6/2/2016 11:11:11 AM,:00:12:26
DS-M82,Belmont Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 7:09:09 PM,5/25/2016 7:45:51 PM,:00:36:42
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/31/2016 1:59:52 PM,6/1/2016 7:53:12 AM,:17:53:20
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:04:21 PM,5/25/2016 9:42:01 PM,:00:37:40
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 8:43:41 PM,5/25/2016 8:59:25 PM,:00:15:44
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 7:18:57 PM,5/25/2016 7:49:21 PM,:00:30:24
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 6:36:53 PM,5/25/2016 7:16:25 PM,:00:39:32
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 5:58:21 PM,5/25/2016 6:10:29 PM,:00:12:08
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:50:09 PM,7/24/2016 9:02:13 PM,:02:12:04
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/24/2016 6:49:33 PM,7/24/2016 9:04:17 PM,:02:14:44
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:54:37 PM,7/24/2016 5:22:45 AM,:06:28:08
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:45:17 PM,7/23/2016 10:48:13 PM,:00:02:56
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 10:44:41 PM,7/24/2016 3:08:37 AM,:04:23:56
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/6/2016 9:54:25 AM,7/6/2016 10:09:37 AM,:00:15:12
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/6/2016 4:17:13 AM,7/6/2016 9:39:33 AM,:05:22:20
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/6/2016 4:16:13 AM,7/6/2016 9:38:57 AM,:05:22:44
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/27/2016 9:35:21 PM,5/27/2016 10:20:45 PM,:00:45:24
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/27/2016 9:34:41 PM,5/27/2016 10:23:53 PM,:00:49:12
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 11:08:01 PM,5/25/2016 11:29:29 PM,:00:21:28
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 11:07:21 PM,5/25/2016 11:28:53 PM,:00:21:32
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:58:21 PM,5/25/2016 11:00:57 PM,:00:02:36
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:30:49 PM,5/25/2016 10:56:45 PM,:00:25:56
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:27:11 PM,5/25/2016 10:29:17 PM,:00:02:06
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:21:21 PM,5/25/2016 10:23:17 PM,:00:01:56
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:09:25 PM,5/25/2016 10:10:51 PM,:00:01:26
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:07:49 PM,5/25/2016 10:08:53 PM,:00:01:04
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 10:03:33 PM,5/25/2016 10:07:17 PM,:00:03:44
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:26:45 PM,5/25/2016 10:02:17 PM,:00:35:32
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 9:25:21 PM,5/25/2016 11:01:33 PM,:01:36:12
