Collect date  ,Sampling point,FEC_COL cts/100mL,E COLI cts/100mL
12-Dec-11,WW_103,470,
12-Dec-11,WW_34,490,
12-Dec-11,WW_37,4700,
12-Dec-11,WW_73,2400,
12-Dec-11,WW_46,2000,
12-Dec-11,WW_102,3400,
12-Dec-11,WW_36,6800,
12-Dec-11,WW_101,4200,
12-Dec-11,WW_96,230,
12-Dec-11,WW_92,220,
19-Dec-11,WW_74,60,
19-Dec-11,WW_100,380,
19-Dec-11,WW_108,680,
19-Dec-11,WW_99,420,
19-Dec-11,WW_40,530,
19-Dec-11,WW_75,290,
19-Dec-11,WW_41,5400,
19-Dec-11,WW_92,250,
19-Dec-11,WW_42,210,
19-Dec-11,WW_48,990,
09-Jan-12,WW_12,130,
09-Jan-12,WW_13,340,
09-Jan-12,WW_78,180,
09-Jan-12,WW_17,310,
09-Jan-12,WW_19,580,
09-Jan-12,WW_20,490,
09-Jan-12,WW_24,410,
09-Jan-12,WW_109,460,
09-Jan-12,WW_22,190,
09-Jan-12,WW_23,180,
09-Jan-12,WW_29,50,
09-Jan-12,WW_91,190,
09-Jan-12,WW_80,2300,
09-Jan-12,WW_18,1300,
09-Jan-12,WW_90,<10,
09-Jan-12,WW_111,1300,
09-Jan-12,WW_89,2200,
09-Jan-12,WW_92,40,
17-Jan-12,WW_106,7000,
17-Jan-12,WW_32,2100,
17-Jan-12,WW_105,80,
17-Jan-12,WW_104,5100,
17-Jan-12,WW_103,2000,
17-Jan-12,WW_34,2900,
17-Jan-12,WW_37,12000,
17-Jan-12,WW_73,2700,
17-Jan-12,WW_46,2000,
17-Jan-12,WW_102,7000,
17-Jan-12,WW_36,7700,
17-Jan-12,WW_101,11000,
17-Jan-12,WW_96,720,
17-Jan-12,WW_92,600,
23-Jan-12,WW_74,200,
23-Jan-12,WW_100,530,
23-Jan-12,WW_39,3500,
23-Jan-12,WW_108,610,
23-Jan-12,WW_99,99000,
23-Jan-12,WW_40,20000,
23-Jan-12,WW_75,320,
23-Jan-12,WW_41,41000,
23-Jan-12,WW_92,500,
23-Jan-12,WW_42,3700,
23-Jan-12,WW_48,940,
30-Jan-12,WW_49,<10,
30-Jan-12,WW_50,<10,
30-Jan-12,WW_86,690,
30-Jan-12,WW_55,<10,
30-Jan-12,WW_56,<10,
30-Jan-12,WW_76,740,
30-Jan-12,WW_57,2500,
30-Jan-12,WW_58,870,
30-Jan-12,WW_54,4400,
30-Jan-12,WW_97,2100,
30-Jan-12,WW_52,2000,
30-Jan-12,WW_59,1000,
30-Jan-12,WW_43,470,
30-Jan-12,WW_92,5800,
6-Feb-12,WW_12,40,
6-Feb-12,WW_13,270,
6-Feb-12,WW_77,90,
6-Feb-12,WW_78,270,
6-Feb-12,WW_17,240,
6-Feb-12,WW_19,130,
6-Feb-12,WW_20,130,
6-Feb-12,WW_24,300,
6-Feb-12,WW_109,220,
6-Feb-12,WW_22,210,
6-Feb-12,WW_23,110,
6-Feb-12,WW_29,70,
6-Feb-12,WW_91,30,
6-Feb-12,WW_79,40,
6-Feb-12,WW_80,1000,
6-Feb-12,WW_18,880,
6-Feb-12,WW_90,<10,
6-Feb-12,WW_110,6300,
6-Feb-12,WW_111,1100,
6-Feb-12,WW_89,4400,
6-Feb-12,WW_92,90,
14-Feb-12,WW_106,5900,
14-Feb-12,WW_105,30,
14-Feb-12,WW_104,130,
14-Feb-12,WW_103,1500,
14-Feb-12,WW_34,350,
14-Feb-12,WW_37,3900,
14-Feb-12,WW_73,2100,
14-Feb-12,WW_46,1300,
14-Feb-12,WW_102,6000,
14-Feb-12,WW_36,6700,
14-Feb-12,WW_101,4900,
14-Feb-12,WW_96,260,
14-Feb-12,WW_92,170,
21-Feb-12,WW_74,60,
21-Feb-12,WW_100,420,
21-Feb-12,WW_39,860,
21-Feb-12,WW_108,300,
21-Feb-12,WW_99,150,
21-Feb-12,WW_40,120,
21-Feb-12,WW_75,<10,
21-Feb-12,WW_41,1600,
21-Feb-12,WW_92,270,
21-Feb-12,WW_42,380,
21-Feb-12,WW_48,130,
27-Feb-12,WW_50,<10,
27-Feb-12,WW_86,<10,
27-Feb-12,WW_55,<10,
27-Feb-12,WW_56,150,
27-Feb-12,WW_76,2200,
27-Feb-12,WW_57,550,
27-Feb-12,WW_58,1100,
27-Feb-12,WW_54,7100,
27-Feb-12,WW_97,1300,
27-Feb-12,WW_52,2200,
27-Feb-12,WW_59,7700,
27-Feb-12,WW_43,140,
27-Feb-12,WW_92,250,
5-Mar-12,WW_12,40,
5-Mar-12,WW_13,300,
5-Mar-12,WW_77,30,
5-Mar-12,WW_78,170,
5-Mar-12,WW_17,340,
5-Mar-12,WW_19,400,
5-Mar-12,WW_20,680,
5-Mar-12,WW_24,1300,
5-Mar-12,WW_109,880,
5-Mar-12,WW_22,550,
5-Mar-12,WW_23,330,
5-Mar-12,WW_29,130,
5-Mar-12,WW_91,30,
5-Mar-12,WW_79,30,
5-Mar-12,WW_80,500,
5-Mar-12,WW_18,480,
5-Mar-12,WW_90,<10,
5-Mar-12,WW_110,490,
5-Mar-12,WW_111,400,
5-Mar-12,WW_89,1300,
5-Mar-12,WW_92,30,
12-Mar-12,WW_106,19000,
12-Mar-12,WW_31,2800,
12-Mar-12,WW_32,9500,
12-Mar-12,WW_105,170,
12-Mar-12,WW_104,850,
12-Mar-12,WW_103,520,
12-Mar-12,WW_34,3300,
12-Mar-12,WW_73,860,
12-Mar-12,WW_46,610,
12-Mar-12,WW_35,<10,
12-Mar-12,WW_102,4600,
12-Mar-12,WW_36,7100,
12-Mar-12,WW_101,3500,
12-Mar-12,WW_96,330,
12-Mar-12,WW_92,30,
19-Mar-12,WW_74,20,
19-Mar-12,WW_100,200,
19-Mar-12,WW_39,240,
19-Mar-12,WW_108,140,
19-Mar-12,WW_99,60,
19-Mar-12,WW_40,40,
19-Mar-12,WW_75,140,
19-Mar-12,WW_41,870,
19-Mar-12,WW_92,40,
19-Mar-12,WW_42,170,
19-Mar-12,WW_48,110,
26-Mar-12,WW_49,40,
26-Mar-12,WW_50,<10,
26-Mar-12,WW_86,7500,
26-Mar-12,WW_55,<10,
26-Mar-12,WW_76,3500,
26-Mar-12,WW_57,700,
26-Mar-12,WW_58,3500,
26-Mar-12,WW_54,5500,
26-Mar-12,WW_97,1200,
26-Mar-12,WW_52,1300,
26-Mar-12,WW_59,1300,
26-Mar-12,WW_43,140,
26-Mar-12,WW_92,230,
2-Apr-12,WW_12,<10,
2-Apr-12,WW_13,410,
2-Apr-12,WW_77,120,
2-Apr-12,WW_78,80,
2-Apr-12,WW_17,360,
2-Apr-12,WW_19,160,
2-Apr-12,WW_20,380,
2-Apr-12,WW_24,600,
2-Apr-12,WW_109,1800,
2-Apr-12,WW_22,680,
2-Apr-12,WW_23,510,
2-Apr-12,WW_29,270,
2-Apr-12,WW_91,140,
2-Apr-12,WW_79,60,
2-Apr-12,WW_80,2000,
2-Apr-12,WW_18,1100,
2-Apr-12,WW_90,60,
2-Apr-12,WW_110,2800,
2-Apr-12,WW_111,360,
2-Apr-12,WW_89,2000,
2-Apr-12,WW_92,50,
9-Apr-12,WW_31,490,
9-Apr-12,WW_32,10000,
9-Apr-12,WW_105,70,
9-Apr-12,WW_104,50,
9-Apr-12,WW_103,1800,
9-Apr-12,WW_34,150,
9-Apr-12,WW_37,3100,
9-Apr-12,WW_73,3000,
9-Apr-12,WW_46,580,
9-Apr-12,WW_35,20,
9-Apr-12,WW_102,3200,
9-Apr-12,WW_36,6800,
9-Apr-12,WW_101,3800,
9-Apr-12,WW_96,50,
9-Apr-12,WW_92,20,
16-Apr-12,WW_74,590,
16-Apr-12,WW_100,460,
16-Apr-12,WW_39,43000,
16-Apr-12,WW_108,50000,
16-Apr-12,WW_99,570000,
16-Apr-12,WW_40,49000,
16-Apr-12,WW_75,7200,
16-Apr-12,WW_41,630,
16-Apr-12,WW_92,490,
16-Apr-12,WW_42,25000,
16-Apr-12,WW_48,36000,
23-Apr-12,WW_49,<10,
23-Apr-12,WW_50,20,
23-Apr-12,WW_86,20,
23-Apr-12,WW_55,20,
23-Apr-12,WW_56,1100,
23-Apr-12,WW_76,<10,
23-Apr-12,WW_57,140,
23-Apr-12,WW_58,670,
23-Apr-12,WW_54,28000,
23-Apr-12,WW_97,270,
23-Apr-12,WW_52,510,
23-Apr-12,WW_59,930,
23-Apr-12,WW_43,90,
23-Apr-12,WW_92,70,
30-Apr-12,WW_92,40,
7-May-12,WW_12,900,
7-May-12,WW_13,190,
7-May-12,WW_77,3500,
7-May-12,WW_78,<2000,
7-May-12,WW_17,1400,
7-May-12,WW_19,3900,
7-May-12,WW_20,5000,
7-May-12,WW_24,2600,
7-May-12,WW_109,17000,
7-May-12,WW_22,5000,
7-May-12,WW_23,9000,
7-May-12,WW_29,8000,
7-May-12,WW_91,200,
7-May-12,WW_79,2800,
7-May-12,WW_80,40,
7-May-12,WW_18,280,
7-May-12,WW_90,5400,
7-May-12,WW_110,26000,
7-May-12,WW_111,6700,
7-May-12,WW_89,7000,
7-May-12,WW_92,900,
14-May-12,WW_106,350,
14-May-12,WW_31,160,
14-May-12,WW_32,9400,
14-May-12,WW_105,20,
14-May-12,WW_104,190,
14-May-12,WW_103,90,
14-May-12,WW_34,400,
14-May-12,WW_37,2700,
14-May-12,WW_73,1500,
14-May-12,WW_46,590,
14-May-12,WW_35,40,
14-May-12,WW_102,550,
14-May-12,WW_36,5100,
14-May-12,WW_101,6700,
14-May-12,WW_96,100,
14-May-12,WW_92,110,
21-May-12,WW_108,100,
21-May-12,WW_99,80,
21-May-12,WW_40,30,
21-May-12,WW_75,80,
21-May-12,WW_41,1300,
21-May-12,WW_92,<10,
21-May-12,WW_42,410,
21-May-12,WW_48,100,
29-May-12,WW_49,<10,
29-May-12,WW_50,110,
29-May-12,WW_86,40,
29-May-12,WW_55,<10,
29-May-12,WW_56,80,
29-May-12,WW_76,500,
29-May-12,WW_57,250,
29-May-12,WW_58,280,
29-May-12,WW_54,110,
29-May-12,WW_97,360,
29-May-12,WW_52,220,
29-May-12,WW_59,3700,
29-May-12,WW_43,<10,
29-May-12,WW_92,<10,
4-Jun-12,WW_12,210,
4-Jun-12,WW_13,110,
4-Jun-12,WW_77,280,
4-Jun-12,WW_78,70,
4-Jun-12,WW_17,260,
4-Jun-12,WW_19,70,
4-Jun-12,WW_20,120,
4-Jun-12,WW_24,50,
4-Jun-12,WW_109,200,
4-Jun-12,WW_22,1200,
4-Jun-12,WW_23,260,
4-Jun-12,WW_29,110,
4-Jun-12,WW_91,<10,
4-Jun-12,WW_79,40,
4-Jun-12,WW_80,470,
4-Jun-12,WW_18,70,
4-Jun-12,WW_90,60,
4-Jun-12,WW_110,1200,
4-Jun-12,WW_111,160,
4-Jun-12,WW_89,110,
4-Jun-12,WW_92,150,
11-Jun-12,WW_32,510,
11-Jun-12,WW_105,230,
11-Jun-12,WW_104,150,
11-Jun-12,WW_103,100,
11-Jun-12,WW_34,30,
11-Jun-12,WW_37,7000,
11-Jun-12,WW_73,3800,
11-Jun-12,WW_46,990,
11-Jun-12,WW_35,160,
11-Jun-12,WW_102,150,
11-Jun-12,WW_36,5600,
11-Jun-12,WW_101,9600,
11-Jun-12,WW_96,180,
11-Jun-12,WW_92,<10,
18-Jun-12,WW_74,50,
18-Jun-12,WW_100,390,
18-Jun-12,WW_39,560,
18-Jun-12,WW_108,140,
18-Jun-12,WW_99,60,
18-Jun-12,WW_40,60,
18-Jun-12,WW_75,90,
18-Jun-12,WW_41,5500,
18-Jun-12,WW_92,30,
18-Jun-12,WW_42,310,
18-Jun-12,WW_48,140,
25-Jun-12,WW_49,<10,
25-Jun-12,WW_50,<10,
25-Jun-12,WW_86,50,
25-Jun-12,WW_55,<10,
25-Jun-12,WW_56,20,
25-Jun-12,WW_76,490,
25-Jun-12,WW_57,360,
25-Jun-12,WW_58,300,
25-Jun-12,WW_54,150,
25-Jun-12,WW_52,610,
25-Jun-12,WW_59,740,
25-Jun-12,WW_43,30,
25-Jun-12,WW_92,<10,
9-Jul-12,WW_13,140,
9-Jul-12,WW_78,20,
9-Jul-12,WW_17,170,
9-Jul-12,WW_19,210,
9-Jul-12,WW_20,170,
9-Jul-12,WW_24,40,
9-Jul-12,WW_109,220,
9-Jul-12,WW_22,170,
9-Jul-12,WW_23,40,
9-Jul-12,WW_29,280,
9-Jul-12,WW_91,140,
9-Jul-12,WW_79,<10,
9-Jul-12,WW_80,110,
9-Jul-12,WW_18,40,
9-Jul-12,WW_90,210,
9-Jul-12,WW_110,12000,
9-Jul-12,WW_111,510,
9-Jul-12,WW_89,180,
2-Jul-12,WW_92,70,
9-Jul-12,WW_92,<10,
16-Jul-12,WW_106,35000,
16-Jul-12,WW_31,310,
16-Jul-12,WW_32,200,
16-Jul-12,WW_105,560,
16-Jul-12,WW_104,280,
16-Jul-12,WW_103,570,
16-Jul-12,WW_34,540,
16-Jul-12,WW_37,7700,
16-Jul-12,WW_73,3400,
16-Jul-12,WW_46,1200,
16-Jul-12,WW_35,40,
16-Jul-12,WW_102,690,
16-Jul-12,WW_36,8600,
16-Jul-12,WW_101,10000,
16-Jul-12,WW_96,230,
16-Jul-12,WW_92,<10,
23-Jul-12,WW_74,40,
23-Jul-12,WW_100,240,
23-Jul-12,WW_39,350,
23-Jul-12,WW_108,350,
23-Jul-12,WW_99,3100,
23-Jul-12,WW_40,740,
23-Jul-12,WW_75,290,
23-Jul-12,WW_41,12000,
23-Jul-12,WW_92,570,
23-Jul-12,WW_42,5200,
23-Jul-12,WW_48,3600,
30-Jul-12,WW_49,210,
30-Jul-12,WW_50,<10,
30-Jul-12,WW_86,99,
30-Jul-12,WW_55,<10,
30-Jul-12,WW_56,40,
30-Jul-12,WW_76,460,
30-Jul-12,WW_57,270,
30-Jul-12,WW_58,720,
30-Jul-12,WW_54,320,
30-Jul-12,WW_97,12000,
30-Jul-12,WW_52,590,
30-Jul-12,WW_43,210,
30-Jul-12,WW_92,80,
6-Aug-12,WW_19,800,
6-Aug-12,WW_109,2000,
6-Aug-12,WW_22,880,
6-Aug-12,WW_23,780,
6-Aug-12,WW_91,350,
6-Aug-12,WW_79,20,
6-Aug-12,WW_18,480,
6-Aug-12,WW_110,4500,
6-Aug-12,WW_111,450,
6-Aug-12,WW_92,360,
13-Aug-12,WW_73,6800,
13-Aug-12,WW_112,940,
13-Aug-12,WW_36,25000,
13-Aug-12,WW_96,1300,
13-Aug-12,WW_92,140,
20-Aug-12,WW_100,200,
20-Aug-12,WW_108,210,
20-Aug-12,WW_99,70,
20-Aug-12,WW_75,200,
20-Aug-12,WW_41,3200,
20-Aug-12,WW_92,40,
20-Aug-12,WW_48,310,
27-Aug-12,WW_86,440000,
27-Aug-12,WW_56,840,
27-Aug-12,WW_76,24000,
27-Aug-12,WW_57,16000,
27-Aug-12,WW_59,9000,
27-Aug-12,WW_43,28000,
27-Aug-12,WW_92,30000,
4-Sep-12,WW_77,36000,
4-Sep-12,WW_78,40000,
4-Sep-12,WW_19,4200,
4-Sep-12,WW_109,2200,
4-Sep-12,WW_22,5500,
4-Sep-12,WW_23,140,
4-Sep-12,WW_91,170,
4-Sep-12,WW_79,450,
4-Sep-12,WW_18,630,
4-Sep-12,WW_110,20000,
4-Sep-12,WW_111,550,
4-Sep-12,WW_92,170,
10-Sep-12,WW_73,7500,
10-Sep-12,WW_112,360,
10-Sep-12,WW_36,11000,
10-Sep-12,WW_96,960,
10-Sep-12,WW_92,80,
17-Sep-12,WW_100,260,
17-Sep-12,WW_108,310,
17-Sep-12,WW_99,260,
17-Sep-12,WW_75,230,
17-Sep-12,WW_41,3300,
17-Sep-12,WW_92,760,
17-Sep-12,WW_48,270,
24-Sep-12,WW_86,270,
24-Sep-12,WW_56,<10,
24-Sep-12,WW_76,2000,
24-Sep-12,WW_57,210,
24-Sep-12,WW_59,1300,
24-Sep-12,WW_43,80,
24-Sep-12,WW_92,<10,
1-Oct-12,WW_78,20,
1-Oct-12,WW_19,170,
1-Oct-12,WW_109,30,
1-Oct-12,WW_22,260,
1-Oct-12,WW_23,50,
1-Oct-12,WW_91,90,
1-Oct-12,WW_79,30,
1-Oct-12,WW_18,70,
1-Oct-12,WW_110,520,
1-Oct-12,WW_111,540,
1-Oct-12,WW_92,<10,
8-Oct-12,WW_112,970,
8-Oct-12,WW_36,13000,
8-Oct-12,WW_96,230,
8-Oct-12,WW_73,5500,
8-Oct-12,WW_92,60,
15-Oct-12,WW_100,2000,
15-Oct-12,WW_108,390,
15-Oct-12,WW_99,2600,
15-Oct-12,WW_75,450,
15-Oct-12,WW_41,10000,
15-Oct-12,WW_92,360,
15-Oct-12,WW_48,4100,
22-Oct-12,WW_86,240,
22-Oct-12,WW_56,730,
22-Oct-12,WW_76,1200,
22-Oct-12,WW_57,110,
22-Oct-12,WW_59,560,
22-Oct-12,WW_43,580,
22-Oct-12,WW_92,170,
29-Oct-12,WW_92,760,
5-Nov-12,WW_77,250,
5-Nov-12,WW_78,820,
5-Nov-12,WW_19,160,
5-Nov-12,WW_109,290,
5-Nov-12,WW_22,260,
5-Nov-12,WW_23,70,
5-Nov-12,WW_91,<10,
5-Nov-12,WW_79,<10,
5-Nov-12,WW_18,1100,
5-Nov-12,WW_110,3900,
5-Nov-12,WW_111,2900,
5-Nov-12,WW_92,250,
13-Nov-12,WW_112,300,
13-Nov-12,WW_36,4800,
13-Nov-12,WW_96,910,
13-Nov-12,WW_73,4700,
13-Nov-12,WW_92,410,
19-Nov-12,WW_100,180,
19-Nov-12,WW_108,200,
19-Nov-12,WW_99,130,
19-Nov-12,WW_75,110,
19-Nov-12,WW_41,5400,
19-Nov-12,WW_92,60,
19-Nov-12,WW_48,940,
26-Nov-12,WW_86,170000,
26-Nov-12,WW_56,350,
26-Nov-12,WW_76,2300,
26-Nov-12,WW_57,510,
26-Nov-12,WW_59,5500,
26-Nov-12,WW_43,7900,
26-Nov-12,WW_92,110,
3-Dec-12,WW_77,100,
3-Dec-12,WW_78,770,
3-Dec-12,WW_19,80,
3-Dec-12,WW_109,240,
3-Dec-12,WW_22,50,
3-Dec-12,WW_23,40,
3-Dec-12,WW_91,20,
3-Dec-12,WW_79,<10,
3-Dec-12,WW_18,910,
3-Dec-12,WW_110,2100,
3-Dec-12,WW_111,480,
3-Dec-12,WW_92,220,
10-Dec-12,WW_112,7400,
10-Dec-12,WW_36,99,
10-Dec-12,WW_96,2700,
10-Dec-12,WW_73,7500,
10-Dec-12,WW_92,410,
17-Dec-12,WW_100,100,
17-Dec-12,WW_108,200,
17-Dec-12,WW_99,70,
17-Dec-12,WW_75,50,
17-Dec-12,WW_41,4000,
17-Dec-12,WW_92,290,
17-Dec-12,WW_48,1000,
31-Dec-12,WW_92,,
