Collect date  ,Sampling point,FEC_COL cts/100mL,E COLI cts/100mL
15-Jun-09,WW_74,460,
15-Jun-09,WW_100,50,
15-Jun-09,WW_39,550,
15-Jun-09,WW_108,80,
15-Jun-09,WW_99,30,
15-Jun-09,WW_40,40,
15-Jun-09,WW_75,150,
15-Jun-09,WW_41,2200,
15-Jun-09,WW_92,600,
15-Jun-09,WW_42,3000,
15-Jun-09,WW_48,3800,
22-Jun-09,WW_50,20,
22-Jun-09,WW_86,650,
22-Jun-09,WW_55,9,
22-Jun-09,WW_56,200,
22-Jun-09,WW_76,3700,
22-Jun-09,WW_57,4500,
22-Jun-09,WW_58,2900,
22-Jun-09,WW_54,42000,
22-Jun-09,WW_97,940,
22-Jun-09,WW_52,1300,
22-Jun-09,WW_59,230,
22-Jun-09,WW_43,50,
22-Jun-09,WW_92,2500,
29-Jun-09,WW_92,110,
06-Jul-09,WW_12,590,580
06-Jul-09,WW_13,260,
06-Jul-09,WW_78,9800,8600
06-Jul-09,WW_17,280,
06-Jul-09,WW_19,160,
06-Jul-09,WW_20,390,
06-Jul-09,WW_24,240,
06-Jul-09,WW_109,670,
06-Jul-09,WW_22,2000,
06-Jul-09,WW_23,620,
06-Jul-09,WW_29,220,
06-Jul-09,WW_91,80,
06-Jul-09,WW_79,40,
06-Jul-09,WW_80,110,
06-Jul-09,WW_18,600,
06-Jul-09,WW_90,210,270
06-Jul-09,WW_110,4600,7300
06-Jul-09,WW_89,210,120
06-Jul-09,WW_64,240,240
06-Jul-09,WW_92,70,
13-Jul-09,WW_31,810,960
13-Jul-09,WW_32,400,550
13-Jul-09,WW_105,550,6200
13-Jul-09,WW_104,450,400
13-Jul-09,WW_103,500,850
13-Jul-09,WW_34,370,500
13-Jul-09,WW_37,4000,
13-Jul-09,WW_73,4400,
13-Jul-09,WW_46,480,
13-Jul-09,WW_35,40,
13-Jul-09,WW_102,200,
13-Jul-09,WW_36,5900,
13-Jul-09,WW_101,4500,
13-Jul-09,WW_96,470,560
13-Jul-09,WW_92,380,
20-Jul-09,WW_74,20,40
20-Jul-09,WW_100,220,190
20-Jul-09,WW_39,780,2000
20-Jul-09,WW_108,280,280
20-Jul-09,WW_99,40,40
20-Jul-09,WW_40,190,
20-Jul-09,WW_75,250,
20-Jul-09,WW_41,5600,
20-Jul-09,WW_92,160,
20-Jul-09,WW_42,460,
20-Jul-09,WW_48,200,
27-Jul-09,WW_49,<10,<10
27-Jul-09,WW_50,50,30
27-Jul-09,WW_86,330,320
27-Jul-09,WW_55,9,<10
27-Jul-09,WW_76,1100,910
27-Jul-09,WW_57,140,
27-Jul-09,WW_58,770,
27-Jul-09,WW_97,340,
27-Jul-09,WW_52,1100,
27-Jul-09,WW_59,120,
27-Jul-09,WW_43,80,
27-Jul-09,WW_92,80,
03-Aug-09,WW_13,160,
03-Aug-09,WW_78,99,
03-Aug-09,WW_17,250,
03-Aug-09,WW_19,240,
03-Aug-09,WW_20,1100,
03-Aug-09,WW_24,380,330
03-Aug-09,WW_109,560,390
03-Aug-09,WW_22,220,
03-Aug-09,WW_23,40,
03-Aug-09,WW_29,<10,
03-Aug-09,WW_91,<10,
03-Aug-09,WW_79,30,20
03-Aug-09,WW_80,80,70
03-Aug-09,WW_18,500,400
03-Aug-09,WW_90,250,
03-Aug-09,WW_110,2100,
03-Aug-09,WW_89,60,
03-Aug-09,WW_64,200,
03-Aug-09,WW_92,30,
10-Aug-09,WW_106,750,
10-Aug-09,WW_31,570,
10-Aug-09,WW_32,620,
10-Aug-09,WW_105,960,
10-Aug-09,WW_104,660,
10-Aug-09,WW_103,280,
10-Aug-09,WW_34,2900,
10-Aug-09,WW_37,8600,5400
10-Aug-09,WW_73,5600,4200
10-Aug-09,WW_46,500,290
10-Aug-09,WW_35,50,
10-Aug-09,WW_102,200,
10-Aug-09,WW_36,4100,2200
10-Aug-09,WW_101,6800,6000
10-Aug-09,WW_96,460,
10-Aug-09,WW_92,120,
17-Aug-09,WW_74,30000,
17-Aug-09,WW_100,250,
17-Aug-09,WW_39,2900,
17-Aug-09,WW_108,2500,
17-Aug-09,WW_99,1000,
17-Aug-09,WW_40,1200,720
17-Aug-09,WW_75,140,120
17-Aug-09,WW_41,8400,6700
17-Aug-09,WW_92,160,160
17-Aug-09,WW_42,2600,2400
17-Aug-09,WW_48,730,770
24-Aug-09,WW_49,<10,
24-Aug-09,WW_50,110,
24-Aug-09,WW_55,<10,
24-Aug-09,WW_56,40,
24-Aug-09,WW_76,2800,
24-Aug-09,WW_57,370,350
24-Aug-09,WW_58,900,970
24-Aug-09,WW_54,740,520
24-Aug-09,WW_97,910,930
24-Aug-09,WW_52,2100,2000
24-Aug-09,WW_59,300,270
24-Aug-09,WW_43,80,60
24-Aug-09,WW_92,140,
31-Aug-09,WW_92,2000,
08-Sep-09,WW_13,130,240
08-Sep-09,WW_78,180,
08-Sep-09,WW_17,120,210
08-Sep-09,WW_19,240,150
08-Sep-09,WW_20,940,1200
08-Sep-09,WW_24,110,
08-Sep-09,WW_109,270,
08-Sep-09,WW_22,200,250
08-Sep-09,WW_23,99,130
08-Sep-09,WW_29,40,100
08-Sep-09,WW_91,<10,<10
08-Sep-09,WW_79,90,
08-Sep-09,WW_80,410,
08-Sep-09,WW_18,380,
08-Sep-09,WW_90,550,
08-Sep-09,WW_110,2700,
08-Sep-09,WW_89,30,
08-Sep-09,WW_64,30,
08-Sep-09,WW_92,40,
14-Sep-09,WW_106,990,
14-Sep-09,WW_31,1800,
14-Sep-09,WW_32,120,
14-Sep-09,WW_105,99,
14-Sep-09,WW_104,290,
14-Sep-09,WW_103,210,
14-Sep-09,WW_34,190,
14-Sep-09,WW_37,4300,
14-Sep-09,WW_73,2400,
14-Sep-09,WW_46,720,
14-Sep-09,WW_35,40,
14-Sep-09,WW_102,<10,
14-Sep-09,WW_101,6300,
14-Sep-09,WW_96,540,
14-Sep-09,WW_92,40,
21-Sep-09,WW_74,2400,
21-Sep-09,WW_100,260,
21-Sep-09,WW_39,1100,
21-Sep-09,WW_108,430,
21-Sep-09,WW_99,140,
21-Sep-09,WW_40,490,
21-Sep-09,WW_75,750,
21-Sep-09,WW_41,110000,
21-Sep-09,WW_92,70,
21-Sep-09,WW_42,510,
21-Sep-09,WW_48,260,
28-Sep-09,WW_49,20,
28-Sep-09,WW_50,40,
28-Sep-09,WW_55,<10,
28-Sep-09,WW_56,70,
28-Sep-09,WW_76,1100,
28-Sep-09,WW_57,820,
28-Sep-09,WW_58,960,
28-Sep-09,WW_54,4700,
28-Sep-09,WW_97,2000,
28-Sep-09,WW_52,230000,
28-Sep-09,WW_59,160,
28-Sep-09,WW_43,20,
28-Sep-09,WW_92,140,
05-Oct-09,WW_12,370,270
05-Oct-09,WW_13,240,
05-Oct-09,WW_78,9,9
05-Oct-09,WW_17,90,
05-Oct-09,WW_19,240,
05-Oct-09,WW_20,510,
05-Oct-09,WW_24,160,
05-Oct-09,WW_109,350,
05-Oct-09,WW_22,360,
05-Oct-09,WW_23,200,
05-Oct-09,WW_29,170,
05-Oct-09,WW_91,130,
05-Oct-09,WW_79,180,
05-Oct-09,WW_80,70,
05-Oct-09,WW_18,110,
05-Oct-09,WW_90,120,130
05-Oct-09,WW_110,4600,2900
05-Oct-09,WW_89,120,110
05-Oct-09,WW_64,220,220
05-Oct-09,WW_92,120,
12-Oct-09,WW_106,480,550
12-Oct-09,WW_31,190,270
12-Oct-09,WW_32,190,140
12-Oct-09,WW_105,99,120
12-Oct-09,WW_104,80,140
12-Oct-09,WW_103,1200,1200
12-Oct-09,WW_34,240,350
12-Oct-09,WW_37,4300,
12-Oct-09,WW_73,2700,
12-Oct-09,WW_46,2900,
12-Oct-09,WW_35,<10,
12-Oct-09,WW_102,<10,
12-Oct-09,WW_101,3100,
12-Oct-09,WW_96,320,240
12-Oct-09,WW_92,2000,
19-Oct-09,WW_74,<10,9
19-Oct-09,WW_100,40,60
19-Oct-09,WW_39,620,490
19-Oct-09,WW_108,670,750
19-Oct-09,WW_99,460,550
19-Oct-09,WW_40,600,
19-Oct-09,WW_75,320,
19-Oct-09,WW_41,4300,
19-Oct-09,WW_92,400,
19-Oct-09,WW_42,830,
19-Oct-09,WW_48,640,
26-Oct-09,WW_49,<10,<10
26-Oct-09,WW_50,9,<10
26-Oct-09,WW_55,9,30
26-Oct-09,WW_56,3200,3300
26-Oct-09,WW_76,4700,6000
26-Oct-09,WW_57,2300,
26-Oct-09,WW_58,1400,
26-Oct-09,WW_54,600,
26-Oct-09,WW_52,1800,
26-Oct-09,WW_59,2200,
26-Oct-09,WW_43,5800,
26-Oct-09,WW_92,5800,
02-Nov-09,WW_12,210,
02-Nov-09,WW_13,70,
02-Nov-09,WW_77,350,
02-Nov-09,WW_78,3200,
02-Nov-09,WW_17,210,
02-Nov-09,WW_19,410,
02-Nov-09,WW_20,220,
02-Nov-09,WW_24,730,660
02-Nov-09,WW_109,710,790
02-Nov-09,WW_22,360,
02-Nov-09,WW_23,320,
02-Nov-09,WW_29,230,
02-Nov-09,WW_91,70,
02-Nov-09,WW_79,410,320
02-Nov-09,WW_80,160,160
02-Nov-09,WW_18,220,200
02-Nov-09,WW_90,120,
02-Nov-09,WW_110,700,
02-Nov-09,WW_89,1000,
02-Nov-09,WW_64,550,
02-Nov-09,WW_92,5700,
09-Nov-09,WW_106,9500,
09-Nov-09,WW_31,290,
09-Nov-09,WW_32,590,
09-Nov-09,WW_105,9,
09-Nov-09,WW_104,140,
09-Nov-09,WW_103,390,
09-Nov-09,WW_34,290,
09-Nov-09,WW_37,5500,4900
09-Nov-09,WW_73,3000,2500
09-Nov-09,WW_46,1000,1200
09-Nov-09,WW_35,190,310
09-Nov-09,WW_102,210,190
09-Nov-09,WW_36,6100,5900
09-Nov-09,WW_101,250,460
09-Nov-09,WW_96,280,
09-Nov-09,WW_92,1000,
16-Nov-09,WW_100,310,
16-Nov-09,WW_39,1000,
16-Nov-09,WW_108,130,
16-Nov-09,WW_99,90,
16-Nov-09,WW_40,120,70
16-Nov-09,WW_75,150,150
16-Nov-09,WW_41,3600,4200
16-Nov-09,WW_92,430,290
16-Nov-09,WW_42,700,570
16-Nov-09,WW_48,720,610
23-Nov-09,WW_49,<10,
23-Nov-09,WW_50,20,
23-Nov-09,WW_55,<10,
23-Nov-09,WW_56,9,
23-Nov-09,WW_76,2900,
23-Nov-09,WW_57,250,200
23-Nov-09,WW_58,1500,2200
23-Nov-09,WW_54,1300,790
23-Nov-09,WW_97,290,270
23-Nov-09,WW_52,980,850
23-Nov-09,WW_59,300,230
23-Nov-09,WW_43,40,9
23-Nov-09,WW_92,140,
30-Nov-09,WW_92,560,
07-Dec-09,WW_12,30,
07-Dec-09,WW_13,250,290
07-Dec-09,WW_78,1300,
07-Dec-09,WW_17,80,110
07-Dec-09,WW_19,160,260
07-Dec-09,WW_20,130,130
07-Dec-09,WW_24,760,
07-Dec-09,WW_109,400,
07-Dec-09,WW_22,150,200
07-Dec-09,WW_23,210,130
07-Dec-09,WW_29,60,90
07-Dec-09,WW_91,140,140
07-Dec-09,WW_80,760,
07-Dec-09,WW_18,640,
07-Dec-09,WW_90,60,
07-Dec-09,WW_110,27000,
07-Dec-09,WW_89,2100,
07-Dec-09,WW_64,1100,
07-Dec-09,WW_92,170,
14-Dec-09,WW_106,2500,
14-Dec-09,WW_31,860,
14-Dec-09,WW_32,3900,
14-Dec-09,WW_105,40,
14-Dec-09,WW_104,550,
14-Dec-09,WW_103,2000,
14-Dec-09,WW_34,760,
14-Dec-09,WW_37,3500,
14-Dec-09,WW_73,2800,
14-Dec-09,WW_46,2100,
14-Dec-09,WW_102,3200,
14-Dec-09,WW_36,5800,
14-Dec-09,WW_101,4900,
14-Dec-09,WW_96,870,
14-Dec-09,WW_92,360,
21-Dec-09,WW_100,500,
21-Dec-09,WW_39,2900,
21-Dec-09,WW_108,440,
21-Dec-09,WW_99,220,
21-Dec-09,WW_40,150,
21-Dec-09,WW_75,130,
21-Dec-09,WW_41,3300,
21-Dec-09,WW_92,110,
04-Jan-10,WW_13,120,-----
04-Jan-10,WW_78,700,690
04-Jan-10,WW_24,460,-----
04-Jan-10,WW_22,270,-----
04-Jan-10,WW_29,60,-----
04-Jan-10,WW_91,60,-----
04-Jan-10,WW_80,200,-----
04-Jan-10,WW_18,330,-----
04-Jan-10,WW_89,2600,2700
04-Jan-10,WW_64,2200,2300
04-Jan-10,WW_92,40,-----
11-Jan-10,WW_105,40,40
11-Jan-10,WW_34,4600,3700
11-Jan-10,WW_37,600,-----
11-Jan-10,WW_73,2000,-----
11-Jan-10,WW_46,260,-----
11-Jan-10,WW_102,2800,-----
11-Jan-10,WW_36,5000,-----
11-Jan-10,WW_101,4700,-----
11-Jan-10,WW_92,9,-----
19-Jan-10,WW_100,130,80
19-Jan-10,WW_39,320,380
19-Jan-10,WW_108,410,360
19-Jan-10,WW_99,220,210
19-Jan-10,WW_40,200,-----
19-Jan-10,WW_75,60,-----
19-Jan-10,WW_41,480,-----
19-Jan-10,WW_92,20,-----
19-Jan-10,WW_42,50,-----
19-Jan-10,WW_48,60,-----
25-Jan-10,WW_49,9,9
25-Jan-10,WW_50,9,9
25-Jan-10,WW_55,20,9
25-Jan-10,WW_56,640,490
25-Jan-10,WW_76,3900,3700
25-Jan-10,WW_57,2300,-----
25-Jan-10,WW_58,2900,-----
25-Jan-10,WW_54,4700,-----
25-Jan-10,WW_97,4700,-----
25-Jan-10,WW_52,4400,-----
25-Jan-10,WW_59,5400,-----
25-Jan-10,WW_43,1400,-----
25-Jan-10,WW_92,170,-----
01-Feb-10,WW_12,<10,-----
01-Feb-10,WW_13,260,-----
01-Feb-10,WW_78,490,-----
01-Feb-10,WW_17,220,-----
01-Feb-10,WW_19,330,-----
01-Feb-10,WW_20,200,-----
01-Feb-10,WW_24,400,380
01-Feb-10,WW_109,1100,860
01-Feb-10,WW_22,360,250
01-Feb-10,WW_23,170,-----
01-Feb-10,WW_29,140,-----
01-Feb-10,WW_91,140,-----
01-Feb-10,WW_80,270,200
01-Feb-10,WW_18,290,-----
01-Feb-10,WW_90,9,-----
01-Feb-10,WW_89,13000,-----
01-Feb-10,WW_64,10000,-----
01-Feb-10,WW_92,60,-----
08-Feb-10,WW_106,3400,-----
08-Feb-10,WW_105,50,-----
08-Feb-10,WW_104,170,-----
08-Feb-10,WW_103,530,-----
08-Feb-10,WW_34,250,-----
08-Feb-10,WW_37,1200,1300
08-Feb-10,WW_73,760,920
08-Feb-10,WW_46,250,280
08-Feb-10,WW_102,2100,1700
08-Feb-10,WW_36,2800,3500
08-Feb-10,WW_101,2200,2800
08-Feb-10,WW_96,<10,-----
08-Feb-10,WW_92,9,-----
16-Feb-10,WW_74,230,-----
16-Feb-10,WW_100,160,-----
16-Feb-10,WW_39,320,-----
16-Feb-10,WW_108,200,-----
16-Feb-10,WW_99,30,-----
16-Feb-10,WW_40,120,130
16-Feb-10,WW_75,20,20
16-Feb-10,WW_41,440,640
16-Feb-10,WW_92,30,20
16-Feb-10,WW_42,620,680
16-Feb-10,WW_48,40,50
22-Feb-10,WW_50,9,-----
22-Feb-10,WW_76,1500,-----
22-Feb-10,WW_57,690,510
22-Feb-10,WW_58,940,1400
22-Feb-10,WW_54,900,930
22-Feb-10,WW_97,240,210
22-Feb-10,WW_52,4000,3800
22-Feb-10,WW_59,650,610
22-Feb-10,WW_43,9,9
22-Feb-10,WW_92,<10,-----
01-Mar-10,WW_12,60,-----
01-Mar-10,WW_13,510,460
01-Mar-10,WW_78,450,-----
01-Mar-10,WW_17,160,130
01-Mar-10,WW_19,310,310
01-Mar-10,WW_20,260,160
01-Mar-10,WW_24,470,-----
01-Mar-10,WW_109,360,-----
01-Mar-10,WW_22,100,-----
01-Mar-10,WW_23,70,20
01-Mar-10,WW_29,140,40
01-Mar-10,WW_91,20,50
01-Mar-10,WW_80,3100,-----
01-Mar-10,WW_18,2100,1600
01-Mar-10,WW_90,40,-----
01-Mar-10,WW_89,2000,-----
01-Mar-10,WW_64,580,-----
01-Mar-10,WW_92,9,-----
08-Mar-10,WW_106,590,-----
08-Mar-10,WW_31,440,-----
08-Mar-10,WW_32,560,-----
08-Mar-10,WW_105,40,-----
08-Mar-10,WW_104,130,-----
08-Mar-10,WW_103,470,-----
08-Mar-10,WW_34,670,-----
08-Mar-10,WW_37,4200,-----
08-Mar-10,WW_73,3400,-----
08-Mar-10,WW_46,700,-----
08-Mar-10,WW_102,1400,-----
08-Mar-10,WW_36,4900,-----
08-Mar-10,WW_101,2900,-----
08-Mar-10,WW_96,3500,-----
08-Mar-10,WW_92,50,-----
15-Mar-10,WW_74,30,-----
15-Mar-10,WW_100,1100,-----
15-Mar-10,WW_39,1400,-----
15-Mar-10,WW_108,2300,-----
15-Mar-10,WW_99,2000,-----
15-Mar-10,WW_40,2500,-----
15-Mar-10,WW_75,1000,-----
15-Mar-10,WW_41,1500,-----
15-Mar-10,WW_92,560,-----
15-Mar-10,WW_42,930,-----
15-Mar-10,WW_48,550,-----
22-Mar-10,WW_50,9,-----
22-Mar-10,WW_86,9,-----
22-Mar-10,WW_55,<10,-----
22-Mar-10,WW_56,20,-----
22-Mar-10,WW_76,1500,-----
22-Mar-10,WW_57,230,-----
22-Mar-10,WW_58,720,-----
22-Mar-10,WW_54,480,-----
22-Mar-10,WW_97,200,-----
22-Mar-10,WW_52,770,-----
22-Mar-10,WW_59,410,-----
22-Mar-10,WW_43,100,-----
22-Mar-10,WW_92,90,-----
29-Mar-10,WW_92,<10,-----
05-Apr-10,WW_12,340,280
05-Apr-10,WW_13,530,-----
05-Apr-10,WW_77,210,200
05-Apr-10,WW_78,4900,5000
05-Apr-10,WW_17,460,-----
05-Apr-10,WW_19,630,-----
05-Apr-10,WW_20,650,-----
05-Apr-10,WW_24,2300,-----
05-Apr-10,WW_109,1200,-----
05-Apr-10,WW_22,1200,-----
05-Apr-10,WW_23,2600,-----
05-Apr-10,WW_29,2900,-----
05-Apr-10,WW_91,70,-----
05-Apr-10,WW_79,990,-----
05-Apr-10,WW_80,930,-----
05-Apr-10,WW_18,930,-----
05-Apr-10,WW_90,870,940
05-Apr-10,WW_110,2200,1700
05-Apr-10,WW_89,1800,1700
05-Apr-10,WW_64,800,990
05-Apr-10,WW_92,140,-----
12-Apr-10,WW_106,3600,2500
12-Apr-10,WW_31,130,140
12-Apr-10,WW_32,310,260
12-Apr-10,WW_105,90,30
12-Apr-10,WW_104,180,160
12-Apr-10,WW_103,200,290
12-Apr-10,WW_34,750,760
12-Apr-10,WW_37,2700,-----
12-Apr-10,WW_73,1300,-----
12-Apr-10,WW_46,460,-----
12-Apr-10,WW_35,30,-----
12-Apr-10,WW_102,210,-----
12-Apr-10,WW_101,3500,-----
12-Apr-10,WW_96,270,220
12-Apr-10,WW_92,160,-----
19-Apr-10,WW_74,20,<10
19-Apr-10,WW_100,<10,<10
19-Apr-10,WW_39,9,30
19-Apr-10,WW_108,9,9
19-Apr-10,WW_99,80,90
19-Apr-10,WW_40,40,-----
19-Apr-10,WW_75,140,-----
19-Apr-10,WW_41,410,-----
19-Apr-10,WW_92,9,-----
19-Apr-10,WW_42,140,-----
19-Apr-10,WW_48,100,-----
26-Apr-10,WW_50,<10,20
26-Apr-10,WW_55,<10,<10
26-Apr-10,WW_56,<10,20
26-Apr-10,WW_76,3200,2600
26-Apr-10,WW_57,11000,-----
26-Apr-10,WW_58,3300,-----
26-Apr-10,WW_54,1900,-----
26-Apr-10,WW_97,2000,-----
26-Apr-10,WW_52,4200,-----
26-Apr-10,WW_59,810,-----
26-Apr-10,WW_43,30,-----
26-Apr-10,WW_92,20,-----
03-May-10,WW_12,170,-----
03-May-10,WW_13,200,-----
03-May-10,WW_78,30,-----
03-May-10,WW_17,200,-----
03-May-10,WW_19,330,-----
03-May-10,WW_20,260,-----
03-May-10,WW_24,410,370
03-May-10,WW_109,990,990
03-May-10,WW_22,380,-----
03-May-10,WW_23,400,-----
03-May-10,WW_29,70,-----
03-May-10,WW_91,60,-----
03-May-10,WW_79,250,270
03-May-10,WW_80,60,50
03-May-10,WW_18,50,70
03-May-10,WW_90,230,-----
03-May-10,WW_110,550,-----
03-May-10,WW_89,160,-----
03-May-10,WW_64,130,-----
03-May-10,WW_92,140,-----
10-May-10,WW_106,3900,-----
10-May-10,WW_31,500,-----
10-May-10,WW_32,310,-----
10-May-10,WW_105,30,-----
10-May-10,WW_104,30,-----
10-May-10,WW_103,190,-----
10-May-10,WW_34,520,-----
10-May-10,WW_37,3300,2300
10-May-10,WW_73,730,660
10-May-10,WW_46,180,250
10-May-10,WW_35,<10,-----
10-May-10,WW_102,40,-----
10-May-10,WW_36,3900,5300
10-May-10,WW_101,5300,2300
10-May-10,WW_96,40,-----
10-May-10,WW_92,50,-----
17-May-10,WW_74,9,-----
17-May-10,WW_100,40,-----
17-May-10,WW_39,370,-----
17-May-10,WW_108,230,-----
17-May-10,WW_99,7500,-----
17-May-10,WW_40,950,1100
17-May-10,WW_75,590,690
17-May-10,WW_41,3300,2200
17-May-10,WW_92,200,99
17-May-10,WW_42,660,440
17-May-10,WW_48,340,290
24-May-10,WW_49,<10,-----
24-May-10,WW_50,20,-----
24-May-10,WW_55,<10,-----
24-May-10,WW_56,40,-----
24-May-10,WW_76,430,-----
24-May-10,WW_57,390,380
24-May-10,WW_58,140,60
24-May-10,WW_54,150,250
24-May-10,WW_97,270,380
24-May-10,WW_52,900,1200
24-May-10,WW_59,120,50
24-May-10,WW_43,<10,9
24-May-10,WW_92,60,-----
01-Jun-10,WW_92,2000,-----
07-Jun-10,WW_12,440,-----
07-Jun-10,WW_13,760,800
07-Jun-10,WW_17,860,1000
07-Jun-10,WW_19,600,540
07-Jun-10,WW_20,400,560
07-Jun-10,WW_109,850,-----
07-Jun-10,WW_22,500,500
07-Jun-10,WW_23,640,610
07-Jun-10,WW_29,400,400
07-Jun-10,WW_91,340,200
07-Jun-10,WW_79,20,-----
07-Jun-10,WW_80,40,-----
07-Jun-10,WW_90,70,-----
07-Jun-10,WW_110,340,-----
07-Jun-10,WW_89,190,-----
07-Jun-10,WW_64,220,-----
07-Jun-10,WW_92,160,-----
14-Jun-10,WW_31,1400,-----
14-Jun-10,WW_32,320,-----
14-Jun-10,WW_105,180,-----
14-Jun-10,WW_103,1100,-----
14-Jun-10,WW_34,51000,-----
14-Jun-10,WW_37,9400,-----
14-Jun-10,WW_73,5700,-----
14-Jun-10,WW_46,1100,-----
14-Jun-10,WW_35,50,-----
14-Jun-10,WW_102,140,-----
14-Jun-10,WW_36,6500,-----
14-Jun-10,WW_101,13000,-----
14-Jun-10,WW_96,680,-----
14-Jun-10,WW_92,40,-----
17-Jun-10,WW_23,,
21-Jun-10,WW_74,20,-----
21-Jun-10,WW_100,260,-----
21-Jun-10,WW_39,590,-----
21-Jun-10,WW_108,2000,-----
21-Jun-10,WW_40,2100,-----
21-Jun-10,WW_75,270,-----
21-Jun-10,WW_41,4700,-----
21-Jun-10,WW_92,540,-----
21-Jun-10,WW_42,810,-----
21-Jun-10,WW_48,770,-----
28-Jun-10,WW_49,9,-----
28-Jun-10,WW_50,30,-----
28-Jun-10,WW_86,240000,-----
28-Jun-10,WW_55,130,-----
28-Jun-10,WW_56,230,-----
28-Jun-10,WW_57,3500,-----
28-Jun-10,WW_58,5900,-----
28-Jun-10,WW_54,720,-----
28-Jun-10,WW_97,2300,-----
28-Jun-10,WW_52,2500,-----
28-Jun-10,WW_59,7800,-----
28-Jun-10,WW_43,6400,-----
28-Jun-10,WW_92,840,-----
06-Jul-10,WW_13,120,-----
06-Jul-10,WW_78,<10,<10
06-Jul-10,WW_17,1100,-----
06-Jul-10,WW_19,270,-----
06-Jul-10,WW_20,180,-----
06-Jul-10,WW_109,230,-----
06-Jul-10,WW_22,260,-----
06-Jul-10,WW_23,130,-----
06-Jul-10,WW_29,60,-----
06-Jul-10,WW_91,<10,-----
06-Jul-10,WW_79,240,-----
06-Jul-10,WW_80,160,-----
06-Jul-10,WW_18,410,-----
06-Jul-10,WW_90,140,80
06-Jul-10,WW_110,4200,4200
06-Jul-10,WW_89,580,520
06-Jul-10,WW_92,40,-----
12-Jul-10,WW_106,3600,2200
12-Jul-10,WW_31,20000,10000
12-Jul-10,WW_32,21000,13000
12-Jul-10,WW_105,2000,2300
12-Jul-10,WW_103,3800,3000
12-Jul-10,WW_34,4500,4200
12-Jul-10,WW_37,10000,-----
12-Jul-10,WW_73,23000,-----
12-Jul-10,WW_46,880,-----
12-Jul-10,WW_35,2700,-----
12-Jul-10,WW_102,3600,-----
12-Jul-10,WW_36,4500,-----
12-Jul-10,WW_101,7800,-----
12-Jul-10,WW_96,20000,25000
12-Jul-10,WW_92,90,-----
19-Jul-10,WW_74,140,50
19-Jul-10,WW_100,40,20
19-Jul-10,WW_39,330,300
19-Jul-10,WW_40,570,-----
19-Jul-10,WW_75,230,-----
19-Jul-10,WW_41,2100,-----
19-Jul-10,WW_92,30,-----
19-Jul-10,WW_42,400,-----
19-Jul-10,WW_48,80,-----
26-Jul-10,WW_49,130,60
26-Jul-10,WW_50,70,60
26-Jul-10,WW_86,360000,190000
26-Jul-10,WW_55,170,40
26-Jul-10,WW_56,2100,650
26-Jul-10,WW_76,20000,10000
26-Jul-10,WW_54,2300,-----
26-Jul-10,WW_97,1400,-----
26-Jul-10,WW_52,3900,-----
26-Jul-10,WW_59,5100,-----
26-Jul-10,WW_43,1300,-----
26-Jul-10,WW_92,4500,-----
02-Aug-10,WW_12,280,
02-Aug-10,WW_13,320,
02-Aug-10,WW_78,590,
02-Aug-10,WW_17,600,
02-Aug-10,WW_19,600,
02-Aug-10,WW_20,340,
02-Aug-10,WW_24,390,320
02-Aug-10,WW_109,830,500
02-Aug-10,WW_22,580,
02-Aug-10,WW_23,330,
02-Aug-10,WW_29,320,
02-Aug-10,WW_91,210,
02-Aug-10,WW_79,430,480
02-Aug-10,WW_80,250,170
02-Aug-10,WW_90,300,
02-Aug-10,WW_110,7500,
02-Aug-10,WW_89,40,
02-Aug-10,WW_92,610,
09-Aug-10,WW_106,10000,
09-Aug-10,WW_31,20000,
09-Aug-10,WW_32,46000,
09-Aug-10,WW_105,2400,
09-Aug-10,WW_104,3900,
09-Aug-10,WW_103,3200,
09-Aug-10,WW_34,320,
09-Aug-10,WW_37,5400,7700
09-Aug-10,WW_73,4400,7000
09-Aug-10,WW_46,830,770
09-Aug-10,WW_35,890,660
09-Aug-10,WW_102,3700,3100
09-Aug-10,WW_36,5700,4900
09-Aug-10,WW_101,8000,5900
09-Aug-10,WW_96,410,
09-Aug-10,WW_92,2200,
16-Aug-10,WW_74,9,
16-Aug-10,WW_100,970,
16-Aug-10,WW_39,410,
16-Aug-10,WW_108,290,
16-Aug-10,WW_99,70,
16-Aug-10,WW_40,240,130
16-Aug-10,WW_75,100,40
16-Aug-10,WW_41,2000,960
16-Aug-10,WW_92,380,170
16-Aug-10,WW_42,1300,1100
16-Aug-10,WW_48,690,460
23-Aug-10,WW_49,<10,
23-Aug-10,WW_50,60,
23-Aug-10,WW_86,90,
23-Aug-10,WW_55,<10,
23-Aug-10,WW_56,<10,
23-Aug-10,WW_76,1100,
23-Aug-10,WW_57,1000,940
23-Aug-10,WW_58,440,490
23-Aug-10,WW_97,140,150
23-Aug-10,WW_52,1300,1500
23-Aug-10,WW_59,390,250
23-Aug-10,WW_43,30,40
23-Aug-10,WW_92,450,
30-Aug-10,WW_92,40,
07-Sep-10,WW_12,250,
07-Sep-10,WW_13,130,100
07-Sep-10,WW_78,20,
07-Sep-10,WW_17,140,70
07-Sep-10,WW_19,330,280
07-Sep-10,WW_20,310,260
07-Sep-10,WW_24,100,
07-Sep-10,WW_109,370,
07-Sep-10,WW_22,400,350
