,ag_sol(mg/l),ag_tot(mg/l),alk(mg/l),as_sol(mg/l),as_tot(mg/l),b_sol(mg/l),b_tot(mg/l),ba_sol(mg/l),ba_tot(mg/l),benzene(ug/l),ca_sol(mg/l),ca_tot(mg/l),cd_sol(mg/l),cd_tot(mg/l),chloroph(yll_a),cl(mg/l),cn(mg/l),cn_wad(mg/l),collect(date),cr6(ug/l),cr_sol(mg/l),cr_tot(mg/l),cu_sol(mg/l),cu_tot(mg/l),do(mg/l),e_coli(cts/100ml),ethylbenzene(ug/l),f(mg/l),fe_sol(mg/l),fe_tot(mg/l),fec_col(cts/100ml),fog(mg/l),hg_ll(ng/l),hg_sol(ug/l),hg_tot(ug/l),m__and/or_p_xylenes(ug/l),mg_sol(mg/l),mg_tot(mg/l),mn_sol(mg/l),mn_tot(mg/l),nh3_n(mg/l),ni_sol(mg/l),ni_tot(mg/l),no2+no3(mg/l),o_xylene(ug/l),pb_sol(mg/l),pb_tot(mg/l),ph(),phenol(ug/l),radiochem(alpha),radiochem(beta),sampling(point),se_sol(mg/l),se_tot(mg/l),so4(mg/l),ss(mg/l),tds(mg/l),temp(deg_c),tkn(mg/l),toc(mg/l),toluene(ug/l),tot_p(mg/l),turb(ntu),vss(mg/l),xylenes(total)(ug/l),xylenes_(total)(ug/l),zn_sol(mg/l),zn_tot(mg/l),location_description,north_latitude,west_longitude
1367,0.0,0.0,306.0,0.0,0.0,0.08900000000000001,0.08,0.0476,0.0487,,103.0,100.02,0.0,0.0,21.4,184.0,0.0,0.0,2009-05-04 00:00:00,0.0,0.0,0.0,0.0,0.0,11.9,,,0.24,0.168,0.82,2100.0,,1.67,,0.0,,39.183,37.05,0.0948,0.1022,0.14,0.0,0.0,0.57,,0.0,0.0,7.8,0.0,<2.94,<4.97,ww_110,0.0,0.0,109.49,6.0,868.0,13.8,1.23,10.7,,0.0,7.34,4.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1368,0.0,0.0,120.0,0.0,0.0,0.055,0.051,0.0223,0.0261,<2,34.62,38.03,0.0,0.0,15.3,121.0,0.0,0.0,2009-06-01 00:00:00,0.0,0.0,0.0,0.0,0.0,6.6,,<2,0.16,0.185,1.09,5100.0,,7.93,,0.0,<3,11.97,12.9,0.0648,0.0835,0.12,0.0,0.0,0.45899999999999996,<3,0.0,0.0,7.6,0.0,<2.40,5.09,ww_110,0.0,0.0,26.2,28.0,380.0,17.6,2.24,11.6,<2,0.18,16.0,10.0,,<3,0.013000000000000001,0.04,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1369,0.0,0.0,223.0,0.0,0.0,0.09699999999999999,0.08800000000000001,0.0414,0.0433,,71.27,72.3,0.0,0.0,5.7,212.0,0.0,0.0,2009-07-06 00:00:00,0.0,0.0,0.0,0.0,0.0,4.9,7300.0,,0.3,0.21,0.84,4600.0,,1.33,,0.0,,26.936,26.8,0.0742,0.0806,0.45,0.0,0.0,0.442,,0.0,0.0,7.85,0.0,<4.51,<4.79,ww_110,0.0,0.0,52.74,6.0,732.0,19.8,2.22,5.4,,0.0,10.6,4.0,,,0.015,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1370,0.0,0.0,215.0,0.0,0.0,0.092,0.07400000000000001,0.0373,0.0448,<2,61.65,63.82,0.0,0.0,2.9,289.0,0.0,0.0,2009-08-03 00:00:00,0.0,0.0,0.0,0.0,0.0,1.6,,<2,0.45,0.103,1.39,2100.0,,2.4,,0.0,<3,23.154,23.27,0.3111,0.3445,1.77,0.0038,0.0,1.304,<3,0.0,0.0,7.45,0.0,,,ww_110,0.0,0.0,32.95,17.0,744.0,20.0,4.67,7.8,<2,0.38,14.5,6.0,,<3,0.013,0.024,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1371,0.0,0.0,235.0,0.0,0.0,0.098,0.083,0.0392,0.0421,,65.93,70.24,0.0,0.0,1.4,202.0,0.0,0.0,2009-09-08 00:00:00,0.0,0.0,0.0,0.0,0.0,4.8,,,0.31,0.18600000000000003,0.6,2700.0,,1.3,,0.0,,24.721999999999998,25.06,0.073,0.0747,0.26,0.0,0.0,0.465,,0.0,0.0,7.65,0.0,<4.92,<5.88,ww_110,0.0,0.0,48.18,0.0,624.0,19.2,1.38,10.1,,0.0,5.74,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1372,0.0,0.0,149.0,0.0,0.0,0.07400000000000001,0.071,0.0316,0.0453,<2,44.62,50.49,0.0,0.0,33.9,150.0,0.0,0.0,2009-10-05 00:00:00,0.0,0.0,0.0044,0.0,0.0,6.7,2900.0,<2,0.2,0.08,4.01,4600.0,,5.92,,0.0,<3,15.248,17.14,0.0718,0.1135,0.31,0.0,0.0,0.39899999999999997,<3,0.0,0.0,6.55,0.0,<3.12,4.93,ww_110,0.0,0.0,29.01,76.0,466.0,12.9,2.14,10.9,<2,0.28,101.0,18.0,,<3,0.0,0.023,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1373,0.0,0.0,246.0,0.0,0.0,0.073,0.076,0.0399,0.0424,,79.53,75.71,0.0,0.0,6.1,107.0,0.0,0.0,2009-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,5.8,,,0.0,0.255,0.91,700.0,,2.44,,0.0,,28.180999999999997,27.83,0.0729,0.0787,0.18,0.0,0.0,0.9940000000000001,,0.0,0.017,7.73,0.0,2.24,6.1,ww_110,0.0,0.0,89.3,11.0,558.0,10.2,1.76,13.7,,0.0,16.1,3.0,,,0.017,0.021,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1374,0.0,0.0,325.0,0.0,0.0,0.11699999999999999,0.10400000000000001,0.052000000000000005,0.0586,<2,113.51,110.91,0.0,0.0,8.8,239.0,0.0,0.0,2009-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,5.7,,<2,0.24,0.11,1.86,27000.0,,3.57,,0.0,<3,42.555,41.16,0.1472,0.1669,1.84,0.0,0.0,0.561,<3,0.0,0.0,7.5,0.0,<6.21,5.39,ww_110,0.0,0.0,107.45,41.0,864.0,5.2,3.67,13.3,<2,0.0,37.4,10.0,,<3,0.0,0.039,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1375,0.0,0.0,160.0,0.0,0.0,0.061,0.0,0.0384,0.0509,,61.87,75.37,0.0,0.0,39.7,395.0,0.0,0.0,2010-04-05 00:00:00,0.0,0.0,0.0,0.0,0.0,6.1,1700.0,,0.16,0.11699999999999999,1.39,2200.0,_____,4.14,_____,0.0,,22.526999999999997,25.65,0.0644,0.1168,0.11,0.0,0.0,0.486,,0.0,0.0,7.69,0.0,_____,_____,ww_110,0.0,0.0,65.02,25.0,984.0,15.7,1.51,9.0,,0.12,18.2,9.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1376,0.0,0.0,185.0,0.0,0.0,0.062,0.0,0.0426,0.048,,67.37,76.39,0.0,0.0,58.9,339.0,0.0,0.0,2010-05-03 00:00:00,0.0,0.0,0.0,0.0,0.0,6.0,_____,,0.18,0.14800000000000002,0.91,550.0,_____,0.96,_____,0.0,,24.674,26.35,0.0794,0.1034,0.11,0.0,0.0,0.175,,0.0,0.0,7.75,0.0,<2.99,<4.54,ww_110,0.0,0.0,62.83,20.0,888.0,17.0,1.91,12.4,,0.14,14.6,11.0,,,0.016,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1377,0.0,0.0,193.0,0.0,0.0,0.07200000000000001,0.0,0.0404,0.0437,,61.97,62.75,0.0,0.0,14.7,258.0,0.0,0.0018,2010-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,6.2,_____,,0.19,0.467,1.37,340.0,_____,1.3,_____,0.0,,22.574,21.9,0.065,0.0728,0.54,0.0,0.0,0.29,,0.0,0.0,7.67,0.0,<2.15,<5.23,ww_110,0.0,0.0,31.53,7.0,768.0,22.6,1.89,10.1,,0.15,12.4,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1378,0.0,0.0,297.0,0.0,0.0,0.09,0.087,0.0565,0.0615,,91.92,94.2,0.0,0.0,1.5,251.0,0.0,0.0015,2010-07-06 00:00:00,0.0,0.0,0.0,0.0,0.0,5.8,4200.0,,0.35,0.154,0.86,4200.0,_____,1.9,_____,0.0,,36.613,36.07,0.2461,0.2637,1.03,0.0,0.0,0.7759999999999999,,0.0,0.0,7.57,0.0,3.7,<5.18,ww_110,0.0,0.0,60.21,15.0,960.0,24.1,2.44,13.2,,0.25,24.7,4.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1379,0.0,0.0,185.0,0.0,0.0,0.077,0.076,0.0371,0.0419,,59.98,60.24,0.0,0.0,16.8,133.0,0.0,0.0,2010-08-02 00:00:00,0.0,0.0,0.0,0.0,0.0,5.1,,,0.19,0.265,0.87,7500.0,,0.65,,0.0,,20.979,20.63,0.0318,0.0437,0.21,0.0,0.0,0.384,,0.0,0.0,7.64,0.0,<2.97,4.64,ww_110,0.0,0.0,49.22,7.0,516.0,23.7,1.74,13.3,,0.25,9.5,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1380,0.0,0.0,239.0,0.0,0.0,0.09,0.091,0.048,0.0512,,78.8,78.35,0.0,0.0,4.6,180.0,0.0,0.0,2010-09-07 00:00:00,0.0,0.0,0.0,0.0,0.0,5.5,,,0.24,0.3,0.72,2600.0,,0.0,,0.0,,28.4,27.37,0.054000000000000006,0.0596,0.11,0.0,0.0,0.47,,0.0,0.0,7.77,0.0,<1.94,<2.59,ww_110,0.0,0.0,52.93,6.0,716.0,20.4,1.11,15.0,,0.26,7.3,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1381,0.0,0.0,227.0,0.0,0.0,0.09,0.083,0.038,0.042,,68.6,71.76,0.0,0.0,0.5,165.0,0.0,0.0015,2010-10-04 00:00:00,0.0,0.0,0.0,0.0,0.0,4.1,580.0,,0.28,0.2,0.52,760.0,,1.1,,0.0,,24.8,26.03,na,na,0.17,0.0,0.0,0.254,,0.0,0.0,7.1,0.0,<3.30,6.5,ww_110,0.0,0.0,38.72,8.0,602.0,11.3,1.1,8.8,,0.1,4.8,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1382,0.0,0.0,187.0,0.0,0.0,0.07,0.07,0.037000000000000005,0.039,,60.4,58.0,0.0,0.0,0.6,191.0,0.0,0.0,2010-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,3.9,,,0.32,0.7,1.4,1000.0,,0.79,,0.0,,21.0,19.8,0.276,0.27399999999999997,0.22,0.0,0.0,0.043,,0.0,0.0,6.07,0.0,<0.83,<3.03,ww_110,0.0,0.0,23.52,0.0,580.0,8.1,1.41,11.8,,0.25,4.07,0.0,,,0.0,0.0,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1383,0.0025,<0.004,297.0,<0.02,<0.05,<0.07,<0.06,0.0524,0.0581,,101.41,105.48,<0.001,<0.001,12.9,571.0,<0.005,0.0011,2011-03-07 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,5.5,,,0.18,<0.2,1.13,980.0,,4.0,,<0.2,,35.59,37.27,0.0836,0.0989,0.24,<0.008,<0.008,1.916,,<0.03,<0.03,7.4,<5,<2.80,3.4,ww_110,<0.03,<0.005,114.59,26.0,1272.0,3.9,1.5,7.5,,<0.10,19.6,6.0,,,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1384,0.0019,<0.004,170.0,<0.02,<0.05,<0.07,<0.06,0.0491,0.0533,,80.74,82.38,<0.001,<0.001,40.0,501.0,0.005,<0.0010,2011-04-04 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,9.6,520.0,,0.19,<0.2,0.72,350.0,,3.2,,<0.2,,27.88,28.78,0.0923,0.1119,0.1,<0.008,<0.008,0.331,,<0.03,<0.03,7.83,<5,3.2,2.5,ww_110,<0.03,<0.005,74.56,15.0,1152.0,9.3,1.73,8.3,,0.13,11.7,6.0,,,<0.0,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1385,0.0025,<0.004,274.0,<0.02,<0.05,0.07,0.062,0.0482,0.0503,,100.03,99.44,<0.001,<0.001,26.9,260.0,<0.005,<0.0010,2011-05-02 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,8.1,,,0.26,<0.2,0.59,830.0,,<0.50,,<0.2,,37.9,37.0,0.0559,0.0653,<0.10,<0.008,<0.008,0.569,,<0.03,<0.03,7.99,5.0,3.4,1.8,ww_110,<0.03,<0.005,101.28,6.0,888.0,14.7,1.21,9.8,,<0.10,7.52,2.0,,,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1386,0.0022,<0.004,307.0,0.025,<0.05,0.09,0.101,0.0583,0.0711,,102.82,125.03,<0.001,<0.001,16.8,265.0,<0.005,<0.0010,2011-06-06 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,5.8,,,0.28,<0.2,1.14,2000.0,,1.0,,<0.2,,39.75,47.75,0.0695,0.1013,0.26,<0.008,<0.008,0.608,,<0.03,<0.03,7.55,<5,<2.70,2.2,ww_110,<0.03,0.008,82.67,12.0,946.0,22.8,1.92,12.6,,0.14,7.76,4.0,,,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1387,0.0016,<0.004,245.0,0.021,<0.05,0.07,0.071,0.0501,0.0556,,89.39,88.26,<0.001,<0.001,1.4,304.0,0.005,0.0014,2011-07-05 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,2.3,4100.0,,0.5,<0.2,0.76,4300.0,,5.6,,<0.2,,34.46,34.92,0.1298,0.1464,0.7,<0.008,<0.008,1.498,,<0.03,<0.03,7.51,<5,<2.60,1.9,ww_110,<0.03,<0.005,45.45,6.0,974.0,22.0,2.46,8.8,,0.17,7.12,2.0,,,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1388,0.0019,<0.004,245.0,<0.02,<0.05,0.11,0.105,0.0481,0.0514,<2.0,83.57,84.22,<0.001,<0.001,14.4,151.0,<0.005,<0.0010,2011-08-01 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,4.0,,<2.0,0.27,0.38,1.06,2900.0,,<2.5,,<0.2,<3.0,29.39,29.49,0.0487,0.0572,0.43,<0.008,<0.008,0.781,<3.0,<0.03,<0.03,7.61,<5,2.3,3.4,ww_110,<0.03,<0.005,78.42,12.0,820.0,26.2,1.97,19.2,<2.0,0.17,11.3,4.0,,<3.0,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1389,0.0013,<0.004,121.0,<0.02,<0.05,0.22,0.236,0.0213,0.0232,,50.27,55.34,<0.001,<0.001,1.7,120.0,0.009,0.0045,2011-09-06 00:00:00,<10,<0.003,<0.01,0.0054,<0.02,6.6,,,0.86,<0.2,<0.2,99.0,,<2.5,,<0.2,,18.58,20.24,0.0088,0.0121,0.11,<0.008,<0.008,15.203,,<0.03,<0.03,7.19,<5,<1.80,6.6,ww_110,<0.03,<0.005,54.74,<4,522.0,20.1,1.11,6.3,,2.78,1.53,1.0,,,0.033,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1390,0.0019,<0.004,245.0,<0.02,<0.05,0.09,0.093,0.0425,0.0443,<2.0,79.46,79.1,<0.001,<0.001,5.6,166.0,0.006,0.0011,2011-10-03 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,7.1,,<2.0,0.24,0.21,0.66,2100.0,,<2.5,,<0.2,<3.0,28.86,28.39,na,0.0324,0.16,0.014,<0.008,0.657,<3.0,<0.03,<0.03,7.88,<5,2.7,<2.00,ww_110,<0.03,<0.005,77.72,<4,636.0,21.3,1.45,13.3,<2.0,<0.10,9.14,2.0,,<3.0,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1391,0.0019,<0.004,249.0,<0.02,<0.05,0.09,0.081,0.0418,0.0454,,81.45,84.16,<0.001,<0.001,7.0,249.0,<0.005,<0.0010,2011-11-07 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,1.3,,,0.29,0.54,0.91,4800.0,,<2.5,,<0.2,,30.28,30.84,0.2707,0.287,0.19,<0.008,<0.008,0.136,,<0.03,<0.03,7.58,<5,<1.80,2.4,ww_110,<0.03,<0.005,45.41,5.0,746.0,10.2,1.67,13.4,,0.19,5.67,3.0,,,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1392,0.002,<0.004,231.0,<0.02,<0.05,<0.07,0.06,0.039,0.0504,<2.0,80.0,84.0,<0.001,<0.001,10.6,119.0,<0.005,<0.0010,2011-12-05 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,9.1,,<2.0,0.22,0.2,na,1500.0,,<2.5,,<0.2,<3.0,29.0,30.87,0.104,0.14800000000000002,0.33,<0.008,<0.008,0.615,<3.0,<0.03,<0.03,7.52,5.0,<2.10,1.9,ww_110,<0.03,<0.005,67.78,85.0,584.0,8.0,1.34,9.6,<2.0,<0.10,53.0,17.0,,<3.0,<0.02,<0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1393,0.003,0.002,302.0,<0.02,<0.05,0.06,0.05,0.057,0.062,,121.0,126.0,<0.001,<0.001,17.0,475.0,<0.005,0.0013,2012-02-06 00:00:00,<6,<0.005,0.011,<0.005,<0.005,7.3,,,0.21,0.1,1.3,6300.0,,<2.5,,<0.2,,47.0,48.0,0.12,0.129,0.21,<0.005,0.005,0.48,,<0.02,<0.02,7.47,<5,<2.90,<1.70,ww_110,0.006,0.007,106.73,21.0,964.0,1.7,1.16,8.1,,<0.1,17.2,6.0,,,0.01,0.01,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1394,0.002,0.002,272.0,<0.02,<0.05,0.05,0.05,0.05,0.055999999999999994,,111.0,109.0,<0.001,<0.001,14.2,466.0,0.006,0.0021,2012-03-05 00:00:00,<6,<0.005,<0.005,<0.005,0.006,13.5,,,0.18,0.1,1.4,490.0,,<2.5,,<0.2,,41.0,40.0,0.095,0.114,0.16,<0.005,0.005,0.695,,<0.02,<0.02,8.1,<5,4.1,3.1,ww_110,0.007,0.005,99.57,15.0,1290.0,2.9,1.05,6.8,,<0.1,19.7,4.0,,,0.01,0.02,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1395,0.002,0.001,193.0,<0.02,<0.05,0.05,<0.05,0.038,0.042,,76.0,74.0,<0.001,<0.001,10.8,211.0,<0.005,<0.001,2012-04-02 00:00:00,<6,<0.005,<0.005,<0.005,<0.005,8.0,,,0.52,0.1,0.8,2800.0,,<5.0,,<0.2,,28.0,28.0,0.101,0.122,<0.1,<0.005,<0.005,0.302,,<0.02,<0.02,7.7,<5,<2.20,2.0,ww_110,<0.005,<0.005,56.32,18.0,658.0,11.3,<1,6.2,,0.26,,6.0,,,0.05,0.06,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1396,0.001,0.001,151.0,<0.02,,,0.05,,0.038,,,52.0,0.001,,25.9,227.0,<0.005,<0.001,2012-05-07 00:00:00,<6,<0.005,,<0.005,,6.7,,,0.16,0.2,,26000.0,,5.142,,<0.2,,,18.0,,0.08900000000000001,0.42,<0.005,,0.487,,<0.02,,7.06,<5,<2.40,4.9,ww_110,,<0.005,41.83,24.0,604.0,13.9,1.37,9.6,,0.13,,10.0,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1397,0.001,0.001,186.0,<0.02,,,0.08,,0.055,,,73.0,<0.001,,97.7,475.0,<0.005,<0.001,2012-06-04 00:00:00,<6,<0.005,,<0.005,,3.5,,,0.25,0.2,,1200.0,,<5.0,,<0.2,,,27.0,,0.235,0.11,0.006,,<0.15,,<0.02,,7.4,<5,<2.70,3.1,ww_110,,<0.005,44.14,26.0,1092.0,18.9,2.36,12.0,,0.41,,18.0,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1398,0.001,0.001,249.0,<0.02,,,0.07,,0.065,,,78.0,<0.001,,39.3,327.0,<0.005,0.0018,2012-07-09 00:00:00,<6,<0.005,,<0.005,,2.2,,,0.59,0.1,,12000.0,,<5.0,,<0.2,,,27.0,,0.397,5.84,<0.005,,0.502,,<0.02,,7.07,<5,<2.70,5.0,ww_110,,<0.005,29.37,57.0,886.0,24.5,6.09,9.5,,0.6,,15.0,,,<0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1399,0.001,0.001,131.0,<0.02,,,0.06,,0.037000000000000005,,,43.0,<0.001,,10.0,162.0,0.005,<0.001,2012-08-06 00:00:00,<6,<0.005,,<0.005,,3.1,,,0.32,0.3,,4500.0,,<5.0,,<0.2,,,14.0,,0.205,1.63,<0.005,,0.257,,<0.02,,7.09,<5,<1.60,2.3,ww_110,,<0.005,24.96,15.0,480.0,23.1,3.05,13.8,,0.64,,6.0,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1400,0.001,0.001,138.0,<0.02,,,0.07,,0.04,,,48.0,<0.001,,1.9,264.0,<0.005,0.0012,2012-09-04 00:00:00,8.0,<0.005,,<0.005,,3.5,,,0.23,0.5,,20000.0,,<8.0,,<0.2,,,15.0,,0.379,0.93,<0.005,,0.159,,<0.02,,7.28,5.0,<1.80,3.1,ww_110,,<0.005,15.24,8.0,666.0,23.0,2.01,16.3,,0.42,,<4,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1401,0.001,0.001,159.0,0.02,,,0.08,,0.042,,,57.0,0.007,,14.5,339.0,<0.005,0.0011,2012-10-01 00:00:00,<6,<0.005,,<0.005,,3.3,,,0.32,0.2,,520.0,,<8.0,,<0.2,,,18.0,,0.23199999999999998,0.79,<0.005,,<0.15,,<0.02,,7.31,<5,<2.10,1.9,ww_110,,0.005,19.8,12.0,846.0,15.0,2.0,12.8,,0.31,,6.0,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1402,0.002,0.001,209.0,0.03,,,0.07,,0.048,,,76.0,<0.001,,1.9,308.0,<0.005,<0.001,2012-11-05 00:00:00,<6,<0.005,,<0.005,,2.8,,,0.37,0.4,,3900.0,,<8.0,,<0.2,,,27.0,,0.11900000000000001,0.5,<0.005,,0.172,,<0.02,,7.21,<5,<1.90,2.4,ww_110,,0.007,70.27,5.0,862.0,6.7,1.73,9.7,,0.14,,<4,,,0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1403,0.0024,0.0022,200.0,0.029,,,0.08800000000000001,,0.0642,,,113.5,<0.001,,68.7,240.0,<0.005,<0.001,2012-12-03 00:00:00,6.0,<0.005,,<0.005,,6.3,,,0.39,0.17,,2100.0,,<8.0,,<0.2,,,41.5,,0.1239,0.6,<0.005,,1.251,,<0.02,,7.19,<5,<1.90,2.2,ww_110,,0.0068,235.5,8.0,976.0,11.9,1.99,12.2,,0.14,,5.0,,,<0.01,,west_branch_dupage_river_@_springinsguth_rd.,42.00825,88.11903333333332
1404,0.0,0.0,138.0,0.0,0.0,0.163,0.166,0.0289,0.0326,,65.78,65.6,0.0005,0.0004,6.7,284.6,0.004,0.0017,2005-01-03 00:00:00,0.0,0.001,0.0,0.0,0.012,8.9,2000.0,,0.36,0.059000000000000004,0.643,2700.0,,,,0.02,,24.088,23.92,0.0307,0.0492,0.16,0.0,0.002,4.671,,0.0033,0.005,7.25,14.0,<3.87,7.66,ww_89,0.005,0.011000000000000001,59.4,20.0,728.0,6.1,1.52,12.0,,1.06,18.8,11.0,,,0.0332,0.047,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
1405,0.0,0.0,161.0,0.0,0.0,0.09699999999999999,0.099,0.0364,0.0411,0.0,71.73,74.89,0.0,0.0,3.7,406.2,0.003,0.0019,2005-02-07 00:00:00,3.0,0.0007,0.0,0.003,0.017,9.6,,0.0,0.25,0.061,0.634,6600.0,,,,0.0,0.0,26.888,28.63,0.038,0.0488,0.21,na,0.0,4.5169999999999995,0.0,0.0,0.002,7.63,15.0,<5.23,8.6,ww_89,0.006999999999999999,0.0,67.37,15.0,914.0,7.0,1.54,10.0,0.0,0.74,18.4,7.0,0.0,,0.0227,0.035,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
1406,0.0,0.0,198.0,0.0,0.0,0.2,0.24100000000000002,0.0335,0.0377,,82.16,86.14,0.0,0.0,14.1,291.9,0.004,0.0009,2005-03-07 00:00:00,0.0,0.0,0.0,0.0,0.018000000000000002,7.7,,,0.57,0.040999999999999995,0.45299999999999996,2000.0,,,,0.06,,32.787,34.13,0.0465,0.0607,0.22,0.0,0.003,6.48,,0.0039,0.008,7.34,8.0,<6.71,10.06,ww_89,0.011000000000000001,0.013000000000000001,88.58,11.0,900.0,10.1,1.63,10.0,,2.12,8.0,4.0,,,0.0525,0.084,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
1407,0.0,0.0,360.0,0.0,0.0,0.19899999999999998,0.203,0.0353,0.0353,0.0,83.76,83.98,0.0,0.0,7.4,191.2,0.002,0.0011,2005-04-04 00:00:00,0.0,0.0,0.0,0.0,0.025,8.7,1400.0,0.0,0.45,0.035,0.204,2500.0,,,,0.0,0.0,34.039,33.57,0.0285,0.0337,0.06,0.0,0.0,5.155,0.0,0.0018,0.005,7.5,11.0,<5.37,11.0,ww_89,0.004,0.006,83.46,13.0,730.0,13.6,1.24,10.0,0.0,1.57,3.9,11.0,0.0,,0.0288,0.043,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
1408,0.0,0.0,165.0,0.0,0.0,0.29600000000000004,0.326,0.0194,0.023,,56.88,66.49,0.0003,0.0004,13.5,149.7,0.006,0.0037,2005-05-02 00:00:00,0.0,0.0,0.0,0.005,0.035,8.3,,,0.69,0.040999999999999995,0.155,80.0,,,,0.0,,23.318,26.82,0.0183,0.0243,0.21,0.0,0.002,8.843,,0.0025,0.003,7.32,12.0,<3.79,12.55,ww_89,0.002,0.009000000000000001,97.51,15.0,464.0,12.8,1.73,12.0,,2.88,3.63,6.0,,,0.0358,0.055999999999999994,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
1409,0.0,0.0,126.0,0.0,0.0,0.395,0.39799999999999996,0.0144,0.0169,0.0,48.69,51.03,0.0009,0.0013,3.1,127.3,0.004,0.0023,2005-06-06 00:00:00,3.0,0.0,0.0,0.008,0.027999999999999997,7.8,,0.0,0.74,0.062,0.255,3400.0,,,,0.0,0.0,18.896,20.24,0.0371,0.0448,0.22,0.002,0.002,10.392000000000001,0.0,0.0,0.0,7.9,11.0,<4.72,10.96,ww_89,0.012,0.008,67.68,9.0,584.0,22.3,2.09,13.0,0.0,3.86,4.09,0.0,0.0,,0.0476,0.06,west_branch_dupage_river_@_walnut_lane,41.8625,88.13636666666666
