,ag_sol(mg/l),ag_tot(mg/l),alk(mg/l),as_sol(mg/l),as_tot(mg/l),b_sol(mg/l),b_tot(mg/l),ba_sol(mg/l),ba_tot(mg/l),benzene(ug/l),ca_sol(mg/l),ca_tot(mg/l),cd_sol(mg/l),cd_tot(mg/l),chloroph(yll_a),cl(mg/l),cn(mg/l),cn_wad(mg/l),collect(date),cr6(ug/l),cr_sol(mg/l),cr_tot(mg/l),cu_sol(mg/l),cu_tot(mg/l),do(mg/l),e_coli(cts/100ml),ethylbenzene(ug/l),f(mg/l),fe_sol(mg/l),fe_tot(mg/l),fec_col(cts/100ml),fog(mg/l),hg_ll(ng/l),hg_sol(ug/l),hg_tot(ug/l),m__and/or_p_xylenes(ug/l),mg_sol(mg/l),mg_tot(mg/l),mn_sol(mg/l),mn_tot(mg/l),nh3_n(mg/l),ni_sol(mg/l),ni_tot(mg/l),no2+no3(mg/l),o_xylene(ug/l),pb_sol(mg/l),pb_tot(mg/l),ph(),phenol(ug/l),radiochem(alpha),radiochem(beta),sampling(point),se_sol(mg/l),se_tot(mg/l),so4(mg/l),ss(mg/l),tds(mg/l),temp(deg_c),tkn(mg/l),toc(mg/l),toluene(ug/l),tot_p(mg/l),turb(ntu),vss(mg/l),xylenes(total)(ug/l),xylenes_(total)(ug/l),zn_sol(mg/l),zn_tot(mg/l),location_description,north_latitude,west_longitude
3119,0.0012,<0.004,142.0,<0.02,<0.05,0.13,0.121,0.0235,0.026000000000000002,<2.0,53.85,54.3,<0.001,<0.001,2.1,154.0,<0.005,<0.0010,2011-05-16 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,5.7,,<2.0,0.51,<0.2,0.28,20000.0,<5.0,,,<0.2,<3.0,19.81,19.92,0.0275,0.0359,1.99,<0.008,<0.008,4.409,<3.0,<0.03,<0.03,7.35,<5,,,ww_39,<0.03,<0.005,42.37,7.0,544.0,14.0,2.97,5.1,<2.0,0.91,6.09,2.0,,<3.0,<0.02,<0.06,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3120,0.0012,<0.004,162.0,<0.02,<0.05,0.12,0.124,0.0241,0.0295,,55.8,59.39,<0.001,<0.001,2.1,145.0,<0.005,<0.0010,2011-06-20 00:00:00,<10,<0.003,<0.01,<0.005,<0.02,5.8,,,0.54,<0.2,0.43,310.0,<5.0,,,<0.2,,20.84,21.92,0.082,0.0918,1.03,<0.008,<0.008,4.587,,<0.03,<0.03,7.34,<5,,,ww_39,<0.03,0.006,40.18,11.0,606.0,21.3,2.25,4.6,,0.71,9.6,3.0,,,<0.02,<0.06,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3121,0.002,0.002,191.0,<0.02,<0.05,0.15,0.14,0.03,0.034,<2,72.0,74.0,<0.001,<0.001,6.4,310.0,<0.005,0.0016,2012-01-23 00:00:00,<6,<0.005,0.012,<0.005,0.008,6.4,,<2,0.6,<0.1,0.6,3500.0,<5,,,<0.2,<3,27.0,27.0,0.083,0.111,0.79,0.008,0.011,7.17,<3,<0.02,<0.02,7.2,<5,,,ww_39,<0.005,0.005,58.54,11.0,786.0,6.0,2.1,4.0,<2,0.98,6.87,4.0,,<3,0.04,0.06,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3122,0.001,0.001,160.0,<0.02,<0.05,0.14,0.15,0.027000000000000003,0.034,,68.0,71.0,<0.001,<0.001,8.5,299.0,<0.005,0.0027,2012-02-21 00:00:00,<6,<0.005,<0.005,<0.005,0.009,8.5,,,0.74,<0.1,0.6,860.0,<5,,,<0.2,,26.0,27.0,0.03,0.04,1.4,<0.005,0.006,8.217,,<0.02,<0.02,7.22,<5,,,ww_39,0.01,<0.005,59.39,20.0,816.0,7.2,2.47,4.5,,1.14,11.1,5.0,,,0.03,0.04,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3123,0.001,0.001,173.0,<0.02,<0.05,0.15,0.14,0.027999999999999997,0.03,<2,66.0,69.0,<0.001,<0.001,1.4,218.0,<0.005,0.0017,2012-03-19 00:00:00,<6,<0.005,<0.005,0.005,0.005,6.6,,<2,0.65,<0.1,0.2,240.0,<5.0,,,<0.2,<3,26.0,27.0,0.023,0.027999999999999997,1.03,0.01,0.01,7.011,<3,<0.02,<0.02,7.35,<5,,,ww_39,0.009,<0.005,57.4,6.0,702.0,16.7,2.16,4.4,<2,1.08,4.16,1.0,,<3,0.02,0.03,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3124,0.001,0.001,129.0,<0.02,<0.05,0.11,0.11,0.02,0.025,,48.0,50.0,<0.001,<0.001,6.7,155.0,<0.005,0.0011,2012-04-16 00:00:00,<6,<0.005,<0.005,<0.005,0.007,5.5,,,0.5,0.1,0.4,43000.0,<5.0,,,<0.2,,18.0,19.0,0.029,0.061,1.25,<0.005,0.005,2.964,,<0.02,<0.02,7.13,<5,,,ww_39,<0.005,<0.005,43.1,13.0,486.0,15.2,2.03,5.4,,0.83,,4.0,,,0.02,0.04,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3125,0.001,0.001,123.0,<0.02,,,0.1,,0.026000000000000002,,,48.0,<0.001,,1.6,77.0,<0.005,<0.001,2012-06-18 00:00:00,<6,<0.005,,<0.005,,6.0,,,0.55,<0.1,,560.0,<5,,,<0.2,,,18.0,,0.05,0.66,<0.005,,4.462,,<0.02,,7.36,<5,,,ww_39,,0.005,36.48,10.0,384.0,23.6,1.37,3.8,,0.83,,<4,,,0.02,,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3126,0.001,0.001,120.0,<0.02,,,0.06,,0.024,<2,,41.0,<0.001,,5.0,61.0,<0.005,<0.001,2012-07-23 00:00:00,<6,<0.005,,<0.005,,6.2,,<2,0.33,<0.1,,350.0,<5,,,<0.2,<3,,15.0,,0.034,0.29,<0.005,,2.146,<3,<0.02,,7.65,<5,,,ww_39,,<0.005,31.65,8.0,330.0,26.5,<1,2.9,<2,0.36,,<4,,<3,0.01,,south_branch_chicago_river_@_madison_st.,41.88185,87.63558333333332
3127,0.0,0.0,185.0,0.0,0.0,0.138,0.146,0.0357,0.0365,0.0,82.71,79.13,0.0007,0.0009,2.4,295.2,0.006,0.0034,2005-01-18 00:00:00,3.0,0.0,0.0,0.0,0.023,9.3,60.0,0.0,0.42,0.10800000000000001,0.486,90.0,2.9,,,0.0,0.0,32.143,30.36,0.026000000000000002,0.0306,1.63,0.002,0.003,3.3489999999999998,0.0,0.0015,0.003,8.4,7.0,,,ww_108,0.006999999999999999,0.011000000000000001,68.13,9.0,714.0,1.0,2.49,7.0,0.0,0.4,12.8,0.0,0.0,,0.0251,0.035,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3128,0.0,0.0,204.0,0.0,0.0,0.153,0.153,0.0289,0.0343,,73.46,79.58,0.0,0.0,1.3,275.8,0.002,0.0008,2005-02-22 00:00:00,2.0,0.0,0.0,0.0,0.021,8.4,,,0.6,0.036000000000000004,0.42200000000000004,550.0,3.2,,,0.0,,29.846,31.69,0.0264,0.0348,2.47,0.003,0.004,4.306,,0.0,0.005,7.36,10.0,,,ww_108,0.011000000000000001,0.019,68.78,11.0,732.0,6.3,3.67,10.0,,0.6,4.92,0.0,,,0.028999999999999998,0.051,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3129,0.0,0.0,171.0,0.0,0.0,0.146,0.166,0.0227,0.027999999999999997,0.0,65.01,71.15,0.0007,0.0004,10.0,262.1,0.003,0.0019,2005-03-21 00:00:00,0.0,0.0,0.0,0.0,0.024,9.2,,0.0,0.72,0.033,0.37,1500.0,0.0,,,0.06,0.0,25.142,27.46,0.0429,0.0532,3.19,0.003,0.006,5.135,0.0,0.0023,0.009000000000000001,7.8,13.0,,,ww_108,0.01,0.004,64.89,25.0,610.0,7.6,4.72,8.0,0.0,1.23,16.7,8.0,0.0,,0.0309,0.055,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3130,0.0,0.0,162.0,0.0,0.0,0.147,0.158,0.0226,0.0261,,57.69,60.84,0.0005,0.0,9.7,184.8,0.003,0.0016,2005-04-18 00:00:00,0.0,0.0,0.0,0.002,0.013999999999999999,5.5,20.0,,0.59,0.038,0.314,30.0,1.9,,,0.0,,22.016,22.76,0.0691,0.0693,2.71,0.003,0.003,4.56,,0.0028,0.006,7.8,11.0,,,ww_108,0.0,0.023,59.0,12.0,592.0,15.5,4.18,8.0,,0.76,10.6,3.0,,,0.0263,0.038,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3131,0.0,0.0,118.0,0.0,0.0,0.09699999999999999,0.107,0.018000000000000002,0.0216,0.0,39.12,41.15,0.0,0.0,6.3,55.6,0.002,0.0013,2005-07-18 00:00:00,0.0,0.0,0.0,0.003,0.016,6.4,70.0,0.0,0.43,0.006999999999999999,0.231,140.0,0.0,,,0.0,0.0,13.862,14.39,0.0074,0.0154,0.46,0.0,0.003,2.917,0.0,0.0,0.009000000000000001,7.76,6.0,,,ww_108,0.009000000000000001,0.0,35.43,14.0,270.0,30.7,1.14,2.7,0.0,0.52,7.85,7.0,0.0,,0.0153,0.03,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3132,0.0003,0.0,114.0,0.0,0.0,0.115,0.133,0.0169,0.0222,,38.48,40.74,0.0003,0.0,13.2,74.1,0.002,0.0,2005-08-15 00:00:00,0.0,0.0007,0.0,0.004,0.017,5.6,,,0.53,0.02,0.302,870.0,0.0,,,0.05,,13.038,13.55,0.0261,0.0369,1.07,0.002,0.003,3.134,,0.0045,0.006999999999999999,6.64,16.0,,,ww_108,0.011000000000000001,0.013000000000000001,39.21,9.0,294.0,27.9,2.07,4.6,,0.49,6.63,3.0,,,0.015,0.03,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3133,0.0,0.0,105.0,0.0,0.0,0.07200000000000001,0.069,0.0168,0.0205,0.0,33.78,34.28,0.0008,0.0,1.1,34.5,0.0,0.0005,2005-09-19 00:00:00,0.0,0.0,0.0,0.002,0.017,7.5,,0.0,0.31,0.013000000000000001,0.289,490.0,0.0,,,0.0,,10.834000000000001,11.39,0.0127,0.02,0.44,0.0,0.002,1.867,0.0,0.0,0.004,7.5,5.0,,,ww_108,0.006,0.0,28.73,12.0,248.0,22.0,0.89,2.9,0.0,0.32,9.84,5.0,0.0,,0.0088,0.018000000000000002,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3134,0.0,0.0,114.0,0.0,0.0,0.098,0.1,0.0157,0.0206,,36.18,39.9,0.0004,0.0007,1.8,54.4,0.0,0.0005,2005-10-17 00:00:00,0.0,0.0,0.0,0.002,0.015,7.9,160.0,,0.44,0.012,0.33299999999999996,280.0,0.0,,,0.0,,12.673,13.53,0.009000000000000001,0.0163,0.26,0.002,0.002,4.12,,0.0026,0.01,7.3,0.0,,,ww_108,0.008,0.011000000000000001,36.64,15.0,272.0,17.2,0.97,3.2,,0.58,11.8,0.0,,,0.0128,0.03,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3135,0.0,0.0,124.0,0.0,0.0,0.146,0.152,0.0138,0.0187,0.0,38.25,45.16,0.0,0.0,3.1,94.3,0.0,0.0007,2005-11-21 00:00:00,0.0,0.0007,0.0,0.004,0.017,8.2,,0.0,0.73,0.031,0.263,180.0,0.0,,,0.0,0.0,13.902000000000001,16.03,0.0226,0.0321,0.76,0.003,0.004,6.176,0.0,0.0,0.005,7.01,9.0,,,ww_108,0.0,0.003,48.54,10.0,240.0,16.8,1.64,4.2,0.0,0.99,7.12,0.0,0.0,,0.0234,0.040999999999999995,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3136,0.0,0.0,121.0,0.0,0.0,0.146,0.158,0.0151,0.0214,,45.5,51.18,0.0,0.0,4.7,253.5,0.0,0.0006,2005-12-19 00:00:00,0.0,0.0009,0.0,0.003,0.015,9.8,,,0.8,0.026000000000000002,0.28,810.0,0.0,,,0.06,,15.269,17.15,0.0194,0.0265,0.61,0.005,0.006999999999999999,7.98,,0.0,0.005,6.85,0.0,,,ww_108,0.0,0.0,48.97,9.0,658.0,10.0,1.5,4.2,,1.33,7.45,0.0,,,0.0275,0.048,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3137,0.0,0.0,120.0,0.0,0.0,0.10800000000000001,0.115,0.0201,0.0226,0.0,46.63,45.03,0.0005,0.0,2.0,227.4,0.003,0.0011,2006-01-17 00:00:00,0.0,0.001,0.0,0.004,0.006999999999999999,8.1,6300.0,0.0,0.52,0.033,0.354,6400.0,0.0,,,0.0,0.0,16.17,15.57,0.0423,0.0472,2.54,0.004,0.003,2.8569999999999998,0.0,0.002,0.006999999999999999,6.85,3.0,,,ww_108,0.0,0.0,51.88,14.0,534.0,4.5,3.24,3.8,0.0,1.02,10.4,7.0,,0.0,0.037000000000000005,0.048,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3138,0.0,0.0,148.0,0.0,0.0,0.113,0.13,0.0262,0.0313,,57.22,62.69,0.0008,0.0,6.9,283.7,0.003,0.0006,2006-02-21 00:00:00,0.0,0.001,0.002,0.002,0.005,11.0,,,0.43,0.018000000000000002,0.445,580.0,0.0,,,0.0,,21.55,22.37,0.0252,0.033,0.31,0.0,0.002,5.446000000000001,,0.004,0.006,6.83,0.0,,,ww_108,0.0,0.0,72.19,14.0,764.0,6.2,2.53,3.4,,0.6,16.2,3.0,,,0.023,0.028999999999999998,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3139,0.0,0.0,157.0,0.0,0.0,0.141,0.14,0.0266,0.034,0.0,62.07,71.72,0.0006,0.0,6.6,276.1,0.0,0.0009,2006-03-20 00:00:00,2.0,0.0012,0.0026,0.0,0.006999999999999999,9.4,,0.0,0.53,0.024,0.6,140.0,0.0,,,0.05,0.0,24.612,27.56,0.0195,0.0317,0.8,0.0,0.003,5.308,0.0,0.0058,0.006999999999999999,7.8,0.0,,,ww_108,0.0,0.0,74.01,16.0,782.0,7.5,1.91,4.2,0.0,0.65,16.2,4.0,,0.0,0.0217,0.035,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3140,0.0,0.0,149.0,0.0,0.0,0.166,0.22399999999999998,0.0222,0.0265,,60.3,64.29,0.0,0.0,28.6,175.2,0.0,0.0005,2006-04-17 00:00:00,2.0,0.0008,0.0023,0.002,0.003,7.8,680.0,,0.7,0.022000000000000002,0.38,760.0,0.0,,,0.0,,23.717,25.01,0.0197,0.0287,0.63,0.0035,0.004,6.702999999999999,,0.003,0.01,7.4,0.0,,,ww_108,0.0,0.0,63.93,20.0,516.0,17.1,2.23,4.8,,1.3,11.7,14.0,,,0.027000000000000003,0.036000000000000004,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3141,0.0,0.0,128.0,0.0,0.0,0.106,0.11800000000000001,0.0193,0.0254,<2,40.88,46.72,0.0008,0.0,2.7,108.4,0.0,0.0011,2006-05-15 00:00:00,0.0,0.0,0.0032,0.0,0.004,6.9,,<2,0.42,0.021,0.46,580.0,0.0,,,0.0,<3,14.698,17.44,0.0185,0.0262,0.41,0.0,0.003,3.445,<2,0.001,0.008,7.51,3.0,,,ww_108,0.0,0.0,40.86,15.0,420.0,13.4,1.17,3.2,<2,0.42,13.2,6.0,,<2,0.024,0.033,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3142,0.0,0.0,130.0,0.0,0.0,0.12,0.15,0.0186,0.0236,,44.15,46.61,0.0006,0.006,2.3,78.6,0.0,0.0011,2006-06-19 00:00:00,0.0,0.0,0.0028,0.002,0.0,5.3,,,0.48,0.021,0.4,210.0,0.0,,,0.05,,15.217,16.23,0.0169,0.0247,1.09,0.0,0.003,3.9589999999999996,,0.0,0.046,7.5,0.0,,,ww_108,0.0,0.0,41.88,20.0,378.0,24.4,2.13,3.1,,0.9,12.5,5.0,,,0.018000000000000002,0.032,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3143,0.0,0.0013,119.0,0.0,0.0,0.09699999999999999,0.09,0.0188,0.0219,<2,38.7,39.38,0.0,0.0,1.9,56.3,0.0,0.0019,2006-07-17 00:00:00,0.0,0.0008,0.0021,0.002,0.006999999999999999,6.7,150.0,<2,0.44,0.013000000000000001,0.18,230.0,0.0,,,0.0,<3,13.867,13.77,0.013000000000000001,0.0162,0.77,0.0,0.002,2.944,<2,0.005,0.013999999999999999,7.38,0.0,,,ww_108,0.0,0.0,36.72,0.0,260.0,29.5,1.45,2.9,<2,0.64,8.14,0.0,,<2,0.019,0.035,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3144,0.0,0.0,120.0,0.0,0.0,0.10099999999999999,0.09699999999999999,0.017,0.0213,,36.77,39.93,0.0003,0.0,1.1,56.0,0.0,0.0006,2006-08-21 00:00:00,2.0,0.0,0.002,0.003,0.004,6.7,,,0.52,0.022000000000000002,0.26,750.0,0.0,,,0.0,,12.9,13.8,0.0118,0.0167,1.12,0.0,0.002,3.5589999999999997,,0.0026,0.004,7.68,0.0,,,ww_108,0.0,0.0,36.1,17.0,292.0,25.6,1.54,*1.9,,0.9,7.76,8.0,,,0.0212,0.027000000000000003,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3145,0.0,0.0,128.0,0.0,0.0,0.098,0.10400000000000001,0.0206,0.0242,<2,44.25,43.6,0.0003,0.0,4.6,63.2,0.0,0.0004,2006-09-18 00:00:00,0.0,0.0,0.0017,0.002,0.005,7.0,,<2,0.37,0.009000000000000001,0.37,420.0,0.0,,,0.06,<3,15.464,15.03,0.0104,0.0174,0.29,0.0025,0.003,3.237,<2,0.005,0.005,7.81,0.0,,,ww_108,0.0,0.0,37.47,18.0,340.0,25.1,0.88,2.5,<2,0.48,7.61,6.0,,<2,0.0193,0.021,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3146,0.0,0.0,128.0,0.0,0.0,0.092,0.09,0.0204,0.0232,,41.27,41.51,0.0,0.0,5.0,59.6,0.0,0.0,2006-10-16 00:00:00,0.0,0.0,0.0018,0.002,0.005,9.1,200.0,,0.36,0.013999999999999999,0.38,110.0,0.0,,,0.07,,14.35,14.14,0.0087,0.0144,0.13,0.0,0.002,2.8810000000000002,,0.002,0.006999999999999999,7.4,0.0,,,ww_108,0.0,0.0,40.66,18.0,298.0,17.0,0.84,2.8,,0.3,11.4,7.0,,,0.018000000000000002,0.02,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3147,0.0,0.0,177.0,0.0,0.0,0.165,0.16899999999999998,0.0215,0.0276,<2,61.31,64.86,0.0004,0.0,5.6,120.2,0.0,0.0008,2006-11-20 00:00:00,0.0,0.0007,0.0019,0.003,0.006999999999999999,8.2,,<2,0.62,0.026000000000000002,0.55,300.0,0.0,,,0.06,<3,23.579,24.07,0.0211,0.0381,0.38,0.0027,0.004,6.789,<2,0.001,0.006999999999999999,7.73,0.0,,,ww_108,0.0,0.0,63.56,19.0,492.0,17.0,1.46,3.9,<2,0.96,12.5,6.0,,<2,0.031,0.048,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3148,0.0,0.0,211.0,0.0,0.0,0.142,0.15,0.0307,0.0341,,74.68,76.5,0.0005,0.0,4.4,211.3,0.003,0.0,2006-12-18 00:00:00,2.0,0.0009,0.0015,0.0,0.008,7.5,,,0.48,0.026000000000000002,0.38,530.0,0.0,,,0.0,,29.968000000000004,29.71,0.0177,0.0244,0.29,0.0,0.0,4.477,,0.006,0.011000000000000001,7.6,0.0,,,ww_108,0.0,0.0,67.26,23.0,694.0,12.5,1.12,3.7,,0.51,7.7,16.0,,,0.021,0.037000000000000005,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3149,0.0,0.0008,166.0,0.0,0.0,0.139,0.136,0.0244,0.0272,<2,60.16,58.72,0.0004,0.0,2.0,158.7,0.0,0.0006,2007-01-16 00:00:00,0.0,0.0,0.002,0.002,0.006999999999999999,5.1,1100.0,<2,0.61,0.032,0.5,1300.0,0.0,,,0.0,<2,23.495,22.44,0.0184,0.0227,0.48,0.002,0.003,6.433,<3,0.002,0.009000000000000001,7.2,0.0,,,ww_108,0.0,0.0,63.72,17.0,494.0,7.4,1.29,3.7,<2,0.91,9.82,0.0,,<2,0.032,0.038,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3150,0.0,0.0,131.0,0.0,0.0,0.10400000000000001,0.10400000000000001,0.0248,0.0263,,51.07,56.13,0.0012,0.0,2.1,523.2,0.004,0.0021,2007-02-20 00:00:00,2.0,0.0011,0.0022,0.004,0.004,10.8,,,0.53,0.034,0.16,80.0,0.0,,,0.0,,17.14,17.9,0.0333,0.0372,0.51,0.0031,0.004,4.834,,0.004,0.005,7.17,3.0,,,ww_108,0.0,0.0,52.11,6.0,1058.0,10.6,1.46,2.5,,0.83,4.19,5.0,,,0.032,0.042,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3151,0.0,0.0,172.0,0.0,0.0,0.11199999999999999,0.106,0.0332,0.0393,<2,73.26,77.61,0.0,0.0,11.2,348.2,0.003,0.0013,2007-03-19 00:00:00,0.0,0.0,0.003,0.003,0.006999999999999999,7.7,,<2,0.43,0.03,0.59,110.0,0.0,,,0.05,<2,28.101,28.67,0.0262,0.0362,1.23,0.0024,0.004,4.401,<3,0.0,0.008,7.6,0.0,,,ww_108,0.0,0.0,65.82,18.0,922.0,12.7,2.3,3.9,<2,0.51,12.7,5.0,,<2,0.023,0.039,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3152,0.0,0.0,193.0,0.0,0.0,0.095,0.098,0.0304,0.035,,68.92,67.7,0.0,0.0,7.6,278.9,0.0,0.0011,2007-04-16 00:00:00,0.0,0.0,0.0018,0.0,0.004,9.2,340.0,,0.4,0.021,0.43,450.0,0.0,,,0.05,,27.151999999999997,27.23,0.0183,0.026000000000000002,0.4,0.0,0.002,4.38,,0.003,0.008,7.6,0.0,,,ww_108,0.0,0.0,65.26,14.0,810.0,10.1,1.3,3.4,,0.41,8.57,4.0,,,0.026000000000000002,0.027000000000000003,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3153,0.0,0.0,131.0,0.0,0.0,0.123,0.114,0.0208,0.0249,<2,49.65,52.72,0.0004,0.0,5.6,152.4,0.0,0.0013,2007-05-21 00:00:00,0.0,0.0,0.0014,0.003,0.006,6.0,,<2,0.49,0.026000000000000002,0.32,<10,0.0,,,0.0,<2,18.284000000000002,18.92,0.0227,0.0299,0.65,0.0022,0.003,4.031000000000001,<3,0.001,0.004,7.3,0.0,,,ww_108,0.0,0.0,51.48,19.0,498.0,16.3,1.52,5.1,<2,0.69,8.83,6.0,,<2,0.027000000000000003,0.034,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3154,0.0,0.0,120.0,0.0,0.0,0.08,0.079,0.0187,0.0224,,36.84,41.19,0.0004,0.0,3.7,62.2,0.0,0.0009,2007-06-18 00:00:00,0.0,0.0008,0.0016,0.002,0.005,7.0,,,0.33,0.013999999999999999,0.24,90.0,0.0,,,0.0,,13.81,14.57,0.0081,0.0128,0.26,0.0009,0.002,2.512,,0.004,0.006,7.56,3.0,,,ww_108,0.0,0.0,32.93,16.0,290.0,24.4,0.96,2.4,,0.54,5.45,0.0,,,0.025,0.025,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3155,0.0,0.0,115.0,0.0,0.0,0.075,0.068,0.0173,0.0231,<2,34.55,39.63,0.0,0.003,2.0,51.3,0.0,0.0006,2007-07-16 00:00:00,0.0,0.0007,0.0029,0.0,0.005,6.2,100.0,<2,0.3,0.006999999999999999,0.44,160.0,0.0,,,0.0,<2,12.274000000000001,13.74,0.0125,0.0229,0.37,0.0011,0.002,2.582,<3,0.0,0.012,7.82,6.0,,,ww_108,0.0,0.0,29.42,17.0,284.0,27.3,2.21,2.3,<2,0.38,6.33,0.0,,<2,0.022000000000000002,0.07,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3156,0.0,0.0,86.0,0.0,0.0,0.091,0.087,0.0135,0.0199,,26.82,29.21,0.0,0.0,1.4,56.1,0.0,0.0008,2007-08-20 00:00:00,0.0,0.0006,0.0024,0.002,0.008,4.0,,,0.35,0.042,0.76,860000.0,0.0,,,0.0,,9.076,9.86,0.0249,0.0365,0.64,0.0014,0.003,2.26,,0.0,0.006,7.4,0.0,,,ww_108,0.0,0.0,20.04,25.0,236.0,22.5,1.78,3.9,,0.48,20.5,0.0,,,0.021,0.033,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3157,0.0,0.0021,125.0,0.0,0.0,0.066,0.065,0.0185,0.0253,<2,38.45,40.83,0.0,0.004,1.3,50.7,0.0,0.0013,2007-09-17 00:00:00,0.0,0.001,0.0089,0.0,0.002,6.5,,<2,0.32,0.006,0.52,290.0,0.0,,,0.0,<2,13.777000000000001,14.85,0.0099,0.0193,0.36,0.0008,0.004,2.602,<3,0.0,0.024,7.92,0.0,,,ww_108,0.0,0.0,27.42,21.0,258.0,23.1,0.56,2.0,<2,0.48,14.7,4.0,,<2,0.0074,0.027000000000000003,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3158,0.0,0.0,120.0,0.0,0.0,0.136,0.134,0.0173,0.0198,,43.06,44.08,0.0,0.0,1.2,73.6,0.0,0.0004,2007-10-15 00:00:00,0.0,0.0009,0.0021,0.0,0.004,7.0,340.0,,0.5,0.016,0.34,440.0,0.0,,,0.0,,14.873,15.15,0.0185,0.0187,0.38,0.0013,0.002,5.6610000000000005,,0.0047,0.006,7.4,0.0,,,ww_108,0.0,0.0,40.69,15.0,326.0,16.2,1.27,3.0,,0.76,9.32,6.0,,,0.0197,0.027999999999999997,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3159,0.0,0.0017,120.0,0.0,0.0,0.157,0.171,0.0146,0.037000000000000005,<2,42.78,49.98,0.0,0.0,2.0,77.3,0.0,0.0,2007-11-19 00:00:00,0.0,0.0009,0.0133,0.002,0.023,7.1,,<2,0.8,0.023,1.82,150.0,0.0,,,0.06,<2,14.892000000000001,17.82,0.0501,0.0833,0.52,0.0032,0.006999999999999999,6.855,<3,0.0,0.027000000000000003,7.5,0.0,,,ww_108,0.0,0.0,51.63,42.0,376.0,16.8,2.01,3.6,<2,1.45,10.5,8.0,,<2,0.026000000000000002,0.10300000000000001,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
3160,0.0,0.0,150.0,0.0,0.0,0.14,0.146,0.034,0.0394,,72.36,74.89,0.0,0.0,4.3,655.9,0.006999999999999999,0.0018,2007-12-17 00:00:00,0.0,0.0014,0.0048,0.003,0.006,9.9,,,0.54,0.038,0.39,620.0,0.0,,,0.0,,23.64,23.82,0.1428,0.1641,0.36,0.0069,0.009000000000000001,6.0889999999999995,,0.0047,0.009000000000000001,7.55,0.0,,,ww_108,0.0,0.0,65.6,12.0,1326.0,8.6,1.01,2.2,,0.69,10.1,4.0,,,0.0384,0.054000000000000006,south_branch_chicago_river_@_loomis_st.,41.84578333333333,87.66103333333334
