collect(date),time(collected),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),(),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),as_sol(qual_code),ba_tot(mg/l),ba_tot(qual_code),ba_sol(mg/l),b_tot(mg/l),b_tot(qual_code),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),cd_sol(qual_code),ca_tot(mg/l),ca_tot(qual_code),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr_sol(qual_code),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),cu_sol(qual_code),fe_tot(mg/l),fe_sol(mg/l),fe_sol(qual_code),pb_tot(mg/l),pb_sol(mg/l),pb_sol(qual_code),mg_tot(mg/l),mg_tot(qual_code),mg_sol(mg/l),mn_tot(mg/l),mn_tot(qual_code),mn_sol(mg/l),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),ni_sol(qual_code),se_tot(mg/l),se_tot(qual_code),se_sol(mg/l),ag_tot(mg/l),ag_tot(qual_code),ag_sol(mg/l),ag_sol(qual_code),zn_tot(mg/l),zn_sol(mg/l),zn_sol(qual_code),hg_ll(ng/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),o_xylene(ug/l),m__and/or_p_xylenes(ug/l),xylenes_(total)(ug/l)
2012-05-21 00:00:00,910.0,ww_108,6.1,23.4,7.22,7.689,0.79,1.4,0.83,52.93,556.0,5.0,3.0,,157.0,155.0,0.63,4.7,<5,<0.005,<0.001,<5,,,100.0,,13.8,,<0.02,,0.026,x,,0.14,,,,<0.001,,62.0,,,,<0.005,,<6,,0.005,,,<0.1,,,<0.02,,24.0,,,0.025,x,,<0.2,,,0.005,,0.008,,,0.001,,0.001,,,0.03,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,935.0,ww_99,2.8,22.3,7.03,5.141,1.3,2.38,0.69,52.47,562.0,15.0,7.0,,178.0,162.0,0.62,5.2,<5,<0.005,<0.001,<5,,,80.0,,5.6,,0.02,,0.032,,,0.14,,,,<0.001,,64.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,25.0,,,0.043,,,<0.2,,,<0.005,,0.007,,,0.001,,0.001,,,0.01,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,950.0,ww_40,3.6,22.2,7.4,7.017,0.97,1.7,0.81,51.99,552.0,8.0,2.0,,163.0,155.0,0.63,4.6,<5,<0.005,<0.001,<5,,,30.0,,5.5,,<0.02,,0.027,,,0.15,,,,<0.001,,61.0,,,,<0.005,,<6,,<0.005,,,0.1,,,<0.02,,24.0,,,0.032,,,<0.2,,,0.005,,0.009,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,845.0,ww_75,3.2,25.8,7.3,6.592,0.87,1.55,0.87,56.42,582.0,4.0,2.0,,174.0,163.0,0.62,5.2,<5,<0.005,<0.001,<5,<1.90,3.6,80.0,,7.1,,0.02,,0.026,,,0.15,,,,<0.001,,63.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,25.0,,,0.034,,,<0.2,,,0.005,,0.007,,,0.001,,0.001,,,0.01,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,930.0,ww_41,4.5,22.5,7.31,9.698,0.7,1.77,1.18,71.63,596.0,6.0,3.0,,157.0,166.0,0.66,5.7,<5,<0.005,0.001,<5,<1.80,4.4,1300.0,,6.8,,<0.02,,0.021,,,0.24,,,,<0.001,,64.0,,,,<0.005,,<6,,0.013,,,<0.1,,,<0.02,,24.0,,,0.031,,,<0.2,,,0.017,,<0.005,,,0.001,,0.001,,,0.03,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,1040.0,ww_92,4.1,21.5,7.32,5.507,0.67,1.35,0.49,83.11,570.0,7.0,2.0,,164.0,149.0,0.53,4.9,<5,<0.005,<0.001,<5,<2.00,3.0,<10,,2.2,,<0.02,,0.021,,,0.19,,,,<0.001,,63.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,24.0,,,0.037,,,<0.2,,,0.007,,0.006,,,0.001,,0.001,,,0.01,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,915.0,ww_42,3.4,22.0,7.0,8.943,0.77,1.9,0.34,76.71,612.0,8.0,4.0,,161.0,171.0,0.71,5.9,<5,<0.005,0.0013,<5,,,410.0,,12.1,,<0.02,,0.02,,,0.28,,,,<0.001,,66.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,24.0,,,0.035,,,<0.2,,,0.007,,0.006,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-21 00:00:00,935.0,ww_48,3.4,24.0,7.0,6.998,1.02,1.99,1.19,88.96,620.0,6.0,2.0,,175.0,163.0,0.6,5.6,<5,<0.005,0.0011,<5,,,100.0,,4.4,,0.02,,0.023,,,0.26,,,,<0.001,,68.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,26.0,,,0.09,,,<0.2,,,0.006,,<0.005,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,850.0,ww_49,9.2,18.8,8.1,0.322,<0.1,<1,0.58,26.83,206.0,17.0,5.0,,107.0,26.0,0.15,2.6,<5,<0.005,<0.001,,<1.40,<1.60,<10,,17.3,,<0.02,,0.022,,,<0.05,,,,<0.001,,35.0,x,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,13.0,x,,0.028,,,<0.2,,,<0.005,,<0.005,,,0.001,,<0.001,,,0.01,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,915.0,ww_50,6.7,24.6,7.11,<0.15,<0.1,<1,<0.1,51.6,348.0,6.0,4.0,,84.0,100.0,0.38,7.9,<5,<0.005,<0.001,,<1.30,2.4,110.0,,2.2,,<0.02,,0.03,,,0.24,,,,<0.001,,27.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,14.0,,,0.057,,,<0.2,,,<0.005,,<0.005,,,0.001,,<0.001,,,0.01,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,940.0,ww_86,4.7,24.3,7.66,<0.15,4.68,6.91,2.39,66.89,640.0,7.0,3.0,,321.0,118.0,0.75,16.8,<5,<0.005,0.0015,<5,,,40.0,,6.0,,0.03,,0.051,,,1.01,,,,<0.001,,93.0,,,,<0.005,,<6,,<0.005,,,1.6,,,<0.02,,33.0,,,0.403,,,<0.2,,,0.005,,<0.005,,,0.002,,0.001,,,0.01,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1010.0,ww_55,8.1,22.8,7.89,0.527,0.14,<1,<0.1,72.55,502.0,3.0,2.0,,116.0,161.0,0.31,3.3,<5,<0.005,<0.001,,<1.70,3.4,<10,,2.0,,<0.02,,0.037,,,0.18,,,,<0.001,,48.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,17.0,,,0.012,,,<0.2,,,<0.005,,<0.005,,,0.001,,0.001,,,0.01,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,935.0,ww_56,7.1,23.4,7.3,2.83,0.15,1.08,1.53,87.32,584.0,11.0,5.0,,152.0,164.0,0.48,4.8,<5,<0.005,<0.001,<5,<1.90,4.2,80.0,,18.4,,<0.02,,0.032,,,0.22,,,,<0.001,,59.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,22.0,,,0.02,,,<0.2,,,0.005,,<0.005,,,0.001,,0.001,,,0.01,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,955.0,ww_76,6.5,23.3,7.35,6.621,0.24,1.39,3.03,88.43,622.0,8.0,6.0,,173.0,156.0,0.74,5.6,<5,<0.005,0.0017,<5,<1.80,2.9,500.0,,30.4,,0.02,,0.02,,,0.25,,,,<0.001,,69.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,24.0,,,0.021,,,<0.2,,,0.005,,<0.005,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1010.0,ww_57,5.5,23.8,7.86,7.649,0.28,1.21,1.81,712.45,1656.0,15.0,5.0,,236.0,208.0,0.81,5.6,<5,<0.005,0.0019,,<3.40,4.6,250.0,,16.0,,0.02,,0.044,,,0.34,,,,<0.001,,101.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,41.0,,,0.083,,,<0.2,,,0.007,,0.005,,,0.002,,0.001,,,0.02,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1025.0,ww_58,7.7,22.7,7.4,6.37,0.23,1.38,2.97,159.94,746.0,13.0,4.0,,183.0,165.0,0.76,5.6,<5,<0.005,0.0017,<5,,,280.0,,22.6,,0.02,,0.024,,,0.26,,,,<0.001,,74.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,27.0,,,0.034,,,<0.2,,,0.006,,0.005,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,935.0,ww_54,5.4,20.8,7.01,16.392,1.13,2.13,3.62,1362.72,2508.0,7.0,3.0,,179.0,178.0,0.81,6.5,<5,<0.005,0.0015,,<4.30,6.4,110.0,,7.3,,<0.02,,0.022,,,0.34,,,,<0.001,,89.0,,,,<0.005,,<6,,<0.005,,,0.1,,,<0.02,,32.0,,,0.091,,,<0.2,,,<0.005,,<0.005,,,0.001,,0.001,,,0.03,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1005.0,ww_97,4.1,23.2,7.79,11.401,0.18,1.2,3.13,970.44,2004.0,34.0,7.0,,212.0,206.0,0.69,5.3,<5,<0.005,0.0011,,<3.40,7.3,360.0,,11.1,,0.02,,0.041,,,0.36,,,,<0.001,,106.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,46.0,,,0.076,,,<0.2,,,0.01,,<0.005,,,0.002,,0.002,,,0.02,,9.582,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1045.0,ww_52,4.0,22.9,7.7,8.612,0.34,1.41,1.15,153.67,842.0,29.0,6.0,,255.0,180.0,1.36,5.9,<5,<0.005,0.0022,,<2.30,4.2,220.0,,2.5,,0.02,,0.042,,,0.33,,,,<0.001,,96.0,,,,<0.005,,<6,,<0.005,,,0.1,,,<0.02,,40.0,,,0.091,,,<0.2,,,0.005,,0.005,,,0.002,,0.001,,,0.02,,<5.0,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1200.0,ww_59,5.0,23.7,7.47,5.755,0.51,1.73,4.33,177.2,786.0,8.0,3.0,,194.0,171.0,0.76,5.8,<5,<0.005,0.0015,<5,,,3700.0,,9.0,,0.02,,0.022,,,0.26,,,,<0.001,,73.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,28.0,,,0.04,,,<0.2,,,0.006,,<0.005,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1245.0,ww_43,3.8,24.8,7.48,6.083,0.3,1.27,2.69,163.55,788.0,9.0,4.0,,196.0,175.0,0.67,5.2,<5,<0.005,<0.001,<5,,,<10,,5.8,,0.02,,0.028,,,0.26,,,,<0.001,,82.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,32.0,,,0.044,,,<0.2,,,0.006,,0.006,,,0.001,,0.001,,,0.02,,,<2,<2,<2,<3,<3,<3
2012-05-29 00:00:00,1130.0,ww_92,4.1,24.9,7.4,9.161,0.63,1.82,1.52,104.42,680.0,7.0,3.0,,164.0,174.0,0.77,5.8,<5,<0.005,0.0017,<5,,,<10,,7.1,,<0.02,,0.019,,,0.25,,,,<0.001,,66.0,,,,<0.005,,<6,,<0.005,,,<0.1,,,<0.02,,25.0,,,0.026,,,<0.2,,,0.007,,<0.005,,,0.001,,0.001,,,0.02,,,,,,,,
reporting_limit,,,,,,0.15,0.1,1.0,0.1,5.0,60.0,4.0,,,10.0,10.0,0.1,1.0,5.0,0.005,0.001,5.0,,,10.0,,,,0.02,,0.004,,,0.05,,,,0.001,,1.0,,,,0.005,,6.0,,0.005,,,0.1,,,0.02,,1.0,,,0.001,,,0.2,,,0.005,,0.005,,,0.001,,0.001,,,0.01,,0.5*,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of_0.5_ng/l_for_ll_hg_will_then_change_by_the_same_factor_resulting_in_reporting_limits_of_1.0,_2.5,_and_5.0_ng/l_respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aad=_confluent_growth_estimate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
